user_supplied_name,submitted_name,data_source_title,score,matched_name2
Aulacomniaceae,Aulacomniaceae,Catalogue of Life Checklist,0.75,Aulacomniaceae
Aulacomniaceae,Aulacomniaceae,Encyclopedia of Life,0.75,Aulacomniaceae
Aulacomniaceae,Aulacomniaceae,Tropicos - Missouri Botanical Garden,0.75,Aulacomniaceae
Amblystegium,Amblystegium,Catalogue of Life Checklist,0.75,Amblystegium
Amblystegium,Amblystegium,Encyclopedia of Life,0.75,Amblystegium
Amblystegium,Amblystegium,Tropicos - Missouri Botanical Garden,0.75,Amblystegium
Amblystegium juratzkanum,Amblystegium juratzkanum,Encyclopedia of Life,0.988,Amblystegium juratzkanum
Amblystegium juratzkanum,Amblystegium juratzkanum,Catalogue of Life Checklist,0.988,Amblystegium juratzkanum
Amblystegium juratzkanum,Amblystegium juratzkanum,Tropicos - Missouri Botanical Garden,0.988,Amblystegium juratzkanum
Amblystegium radicale,Amblystegium radicale,Tropicos - Missouri Botanical Garden,0.988,Amblystegium radicale
Amblystegium serpens,Amblystegium serpens,Encyclopedia of Life,0.988,Amblystegium serpens
Amblystegium serpens,Amblystegium serpens,Catalogue of Life Checklist,0.988,Amblystegium serpens
Amblystegium serpens,Amblystegium serpens,Tropicos - Missouri Botanical Garden,0.988,Amblystegium serpens
Amblystegium varium,Amblystegium varium,Encyclopedia of Life,0.988,Amblystegium varium
Amblystegium varium,Amblystegium varium,Tropicos - Missouri Botanical Garden,0.988,Amblystegium varium
Campylium,Campylium,Catalogue of Life Checklist,0.75,Campylium
Campylium,Campylium,Encyclopedia of Life,0.75,Campylium
Campylium,Campylium,Tropicos - Missouri Botanical Garden,0.75,Campylium
Campylium chrysophyllum,Campylium chrysophyllum,Encyclopedia of Life,0.988,Campylium chrysophyllum
Campylium chrysophyllum,Campylium chrysophyllum,Catalogue of Life Checklist,0.988,Campylium chrysophyllum
Campylium chrysophyllum,Campylium chrysophyllum,Tropicos - Missouri Botanical Garden,0.988,Campylium chrysophyllum
Campylium hispidulum,Campylium hispidulum,Encyclopedia of Life,0.988,Campylium hispidulum
Campylium hispidulum,Campylium hispidulum,Catalogue of Life Checklist,0.988,Campylium hispidulum
Campylium hispidulum,Campylium hispidulum,Tropicos - Missouri Botanical Garden,0.988,Campylium hispidulum
Conardia,Conardia,Catalogue of Life Checklist,0.75,Conardia
Conardia,Conardia,Encyclopedia of Life,0.75,Conardia
Conardia,Conardia,Tropicos - Missouri Botanical Garden,0.75,Conardia
Conardia compacta,Conardia compacta,Encyclopedia of Life,0.988,Conardia compacta
Conardia compacta,Conardia compacta,Catalogue of Life Checklist,0.988,Conardia compacta
Conardia compacta,Conardia compacta,Tropicos - Missouri Botanical Garden,0.988,Conardia compacta
Cratoneuron,Cratoneuron,Catalogue of Life Checklist,0.75,Cratoneuron
Cratoneuron,Cratoneuron,Encyclopedia of Life,0.75,Cratoneuron
Cratoneuron,Cratoneuron,Tropicos - Missouri Botanical Garden,0.75,Cratoneuron
Cratoneuron filicinum,Cratoneuron filicinum,Encyclopedia of Life,0.988,Cratoneuron filicinum
Cratoneuron filicinum,Cratoneuron filicinum,Catalogue of Life Checklist,0.988,Cratoneuron filicinum
Cratoneuron filicinum,Cratoneuron filicinum,Tropicos - Missouri Botanical Garden,0.988,Cratoneuron filicinum
Drepanocladus,Drepanocladus,Catalogue of Life Checklist,0.75,Drepanocladus
Drepanocladus,Drepanocladus,Encyclopedia of Life,0.75,Drepanocladus
Drepanocladus,Drepanocladus,Tropicos - Missouri Botanical Garden,0.75,Drepanocladus
Drepanocladus aduncus,Drepanocladus aduncus,Encyclopedia of Life,0.988,Drepanocladus aduncus
Drepanocladus aduncus,Drepanocladus aduncus,Catalogue of Life Checklist,0.988,Drepanocladus aduncus
Drepanocladus aduncus,Drepanocladus aduncus,Tropicos - Missouri Botanical Garden,0.988,Drepanocladus aduncus
Drepanocladus capillifolius,Drepanocladus capillifolius,Encyclopedia of Life,0.988,Drepanocladus capillifolius
Drepanocladus capillifolius,Drepanocladus capillifolius,Tropicos - Missouri Botanical Garden,0.988,Drepanocladus capillifolius
Drepanocladus polycarpos,Drepanocladus polycarpos,Tropicos - Missouri Botanical Garden,0.988,Drepanocladus polycarpos
Drepanocladus polygamus,Drepanocladus polygamus,Encyclopedia of Life,0.988,Drepanocladus polygamus
Drepanocladus polygamus,Drepanocladus polygamus,Tropicos - Missouri Botanical Garden,0.988,Drepanocladus polygamus
Hygroamblystegium,Hygroamblystegium,Catalogue of Life Checklist,0.75,Hygroamblystegium
Hygroamblystegium,Hygroamblystegium,Encyclopedia of Life,0.75,Hygroamblystegium
Hygroamblystegium,Hygroamblystegium,Tropicos - Missouri Botanical Garden,0.75,Hygroamblystegium
Hygroamblystegium tenax,Hygroamblystegium tenax,Encyclopedia of Life,0.988,Hygroamblystegium tenax
Hygroamblystegium tenax,Hygroamblystegium tenax,Catalogue of Life Checklist,0.988,Hygroamblystegium tenax
Hygroamblystegium tenax,Hygroamblystegium tenax,Tropicos - Missouri Botanical Garden,0.988,Hygroamblystegium tenax
Hygrohypnum,Hygrohypnum,Catalogue of Life Checklist,0.75,Hygrohypnum
Hygrohypnum,Hygrohypnum,Encyclopedia of Life,0.75,Hygrohypnum
Hygrohypnum,Hygrohypnum,Tropicos - Missouri Botanical Garden,0.75,Hygrohypnum
Hygrohypnum alpinum,Hygrohypnum alpinum,Encyclopedia of Life,0.988,Hygrohypnum alpinum
Hygrohypnum alpinum,Hygrohypnum alpinum,Catalogue of Life Checklist,0.988,Hygrohypnum alpinum
Hygrohypnum alpinum,Hygrohypnum alpinum,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum alpinum
Hygrohypnum bestii,Hygrohypnum bestii,Encyclopedia of Life,0.988,Hygrohypnum bestii
Hygrohypnum bestii,Hygrohypnum bestii,Catalogue of Life Checklist,0.988,Hygrohypnum bestii
Hygrohypnum bestii,Hygrohypnum bestii,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum bestii
Hygrohypnum cochlearifolium,Hygrohypnum cochlearifolium,Encyclopedia of Life,0.988,Hygrohypnum cochlearifolium
Hygrohypnum cochlearifolium,Hygrohypnum cochlearifolium,Catalogue of Life Checklist,0.988,Hygrohypnum cochlearifolium
Hygrohypnum duriusculum,Hygrohypnum duriusculum,Encyclopedia of Life,0.988,Hygrohypnum duriusculum
Hygrohypnum duriusculum,Hygrohypnum duriusculum,Catalogue of Life Checklist,0.988,Hygrohypnum duriusculum
Hygrohypnum duriusculum,Hygrohypnum duriusculum,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum duriusculum
Hygrohypnum luridum,Hygrohypnum luridum,Encyclopedia of Life,0.988,Hygrohypnum luridum
Hygrohypnum luridum,Hygrohypnum luridum,Catalogue of Life Checklist,0.988,Hygrohypnum luridum
Hygrohypnum luridum,Hygrohypnum luridum,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum luridum
Hygrohypnum molle,Hygrohypnum molle,Encyclopedia of Life,0.988,Hygrohypnum molle
Hygrohypnum molle,Hygrohypnum molle,Catalogue of Life Checklist,0.988,Hygrohypnum molle
Hygrohypnum molle,Hygrohypnum molle,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum molle
Hygrohypnum ochraceum,Hygrohypnum ochraceum,Encyclopedia of Life,0.988,Hygrohypnum ochraceum
Hygrohypnum ochraceum,Hygrohypnum ochraceum,Catalogue of Life Checklist,0.988,Hygrohypnum ochraceum
Hygrohypnum ochraceum,Hygrohypnum ochraceum,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum ochraceum
Hygrohypnum smithii,Hygrohypnum smithii,Encyclopedia of Life,0.988,Hygrohypnum smithii
Hygrohypnum smithii,Hygrohypnum smithii,Catalogue of Life Checklist,0.988,Hygrohypnum smithii
Hygrohypnum smithii,Hygrohypnum smithii,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum smithii
Hygrohypnum styriacum,Hygrohypnum styriacum,Encyclopedia of Life,0.988,Hygrohypnum styriacum
Hygrohypnum styriacum,Hygrohypnum styriacum,Catalogue of Life Checklist,0.988,Hygrohypnum styriacum
Hygrohypnum styriacum,Hygrohypnum styriacum,Tropicos - Missouri Botanical Garden,0.988,Hygrohypnum styriacum
Leptodictyum,Leptodictyum,Catalogue of Life Checklist,0.75,Leptodictyum
Leptodictyum,Leptodictyum,Encyclopedia of Life,0.75,Leptodictyum
Leptodictyum,Leptodictyum,Tropicos - Missouri Botanical Garden,0.75,Leptodictyum
Leptodictyum humile,Leptodictyum humile,Encyclopedia of Life,0.988,Leptodictyum humile
Leptodictyum humile,Leptodictyum humile,Catalogue of Life Checklist,0.988,Leptodictyum humile
Leptodictyum humile,Leptodictyum humile,Tropicos - Missouri Botanical Garden,0.988,Leptodictyum humile
Leptodictyum riparium,Leptodictyum riparium,Encyclopedia of Life,0.988,Leptodictyum riparium
Leptodictyum riparium,Leptodictyum riparium,Catalogue of Life Checklist,0.988,Leptodictyum riparium
Leptodictyum riparium,Leptodictyum riparium,Tropicos - Missouri Botanical Garden,0.988,Leptodictyum riparium
Limprichtia,Limprichtia,Encyclopedia of Life,0.75,Limprichtia
Limprichtia,Limprichtia,Tropicos - Missouri Botanical Garden,0.75,Limprichtia
Limprichtia revolvens,Limprichtia revolvens,Encyclopedia of Life,0.988,Limprichtia revolvens
Limprichtia revolvens,Limprichtia revolvens,Tropicos - Missouri Botanical Garden,0.988,Limprichtia revolvens
Palustriella,Palustriella,Catalogue of Life Checklist,0.75,Palustriella
Palustriella,Palustriella,Encyclopedia of Life,0.75,Palustriella
Palustriella,Palustriella,Tropicos - Missouri Botanical Garden,0.75,Palustriella
Palustriella commutata,Palustriella commutata,Encyclopedia of Life,0.988,Palustriella commutata
Palustriella commutata,Palustriella commutata,Catalogue of Life Checklist,0.988,Palustriella commutata
Palustriella commutata,Palustriella commutata,Tropicos - Missouri Botanical Garden,0.988,Palustriella commutata
Pseudo-calliergon,Pseudo-calliergon,Catalogue of Life Checklist,0.5,Pseudocalliergon
Pseudo-calliergon,Pseudo-calliergon,Encyclopedia of Life,0.5,Pseudocalliergon
Pseudo-calliergon,Pseudo-calliergon,Tropicos - Missouri Botanical Garden,0.5,Pseudocalliergon
Pseudo-calliergon angustifolium,Pseudo-calliergon angustifolium,Catalogue of Life Checklist,0.75,Pseudocalliergon angustifolium
Pseudo-calliergon angustifolium,Pseudo-calliergon angustifolium,Encyclopedia of Life,0.75,Pseudocalliergon angustifolium
Pseudo-calliergon angustifolium,Pseudo-calliergon angustifolium,Tropicos - Missouri Botanical Garden,0.75,Pseudocalliergon angustifolium
Sanionia,Sanionia,Catalogue of Life Checklist,0.75,Sanionia
Sanionia,Sanionia,Encyclopedia of Life,0.75,Sanionia
Sanionia,Sanionia,Tropicos - Missouri Botanical Garden,0.75,Sanionia
Sanionia uncinata,Sanionia uncinata,Encyclopedia of Life,0.988,Sanionia uncinata
Sanionia uncinata,Sanionia uncinata,Catalogue of Life Checklist,0.988,Sanionia uncinata
Sanionia uncinata,Sanionia uncinata,Tropicos - Missouri Botanical Garden,0.988,Sanionia uncinata
Bartramiaceae,Bartramiaceae,Catalogue of Life Checklist,0.75,Bartramiaceae
Bartramiaceae,Bartramiaceae,Encyclopedia of Life,0.75,Bartramiaceae
Bartramiaceae,Bartramiaceae,The International Plant Names Index,0.75,Bartramiaceae
Bartramiaceae,Bartramiaceae,Tropicos - Missouri Botanical Garden,0.75,Bartramiaceae
Brachythecium,Brachythecium,Catalogue of Life Checklist,0.75,Brachythecium
Brachythecium,Brachythecium,Encyclopedia of Life,0.75,Brachythecium
Brachythecium,Brachythecium,Tropicos - Missouri Botanical Garden,0.75,Brachythecium
Brachythecium albicans,Brachythecium albicans,Encyclopedia of Life,0.988,Brachythecium albicans
Brachythecium albicans,Brachythecium albicans,Catalogue of Life Checklist,0.988,Brachythecium albicans
Brachythecium albicans,Brachythecium albicans,Tropicos - Missouri Botanical Garden,0.988,Brachythecium albicans
Brachythecium asperrimum,Brachythecium asperrimum,Encyclopedia of Life,0.988,Brachythecium asperrimum
Brachythecium asperrimum,Brachythecium asperrimum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium asperrimum
Brachythecium bolanderi,Brachythecium bolanderi,Encyclopedia of Life,0.988,Brachythecium bolanderi
Brachythecium bolanderi,Brachythecium bolanderi,Catalogue of Life Checklist,0.988,Brachythecium bolanderi
Brachythecium bolanderi,Brachythecium bolanderi,Tropicos - Missouri Botanical Garden,0.988,Brachythecium bolanderi
Brachythecium calcareum,Brachythecium calcareum,Encyclopedia of Life,0.988,Brachythecium calcareum
Brachythecium calcareum,Brachythecium calcareum,Catalogue of Life Checklist,0.988,Brachythecium calcareum
Brachythecium calcareum,Brachythecium calcareum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium calcareum
Brachythecium collinum,Brachythecium collinum,Encyclopedia of Life,0.988,Brachythecium collinum
Brachythecium collinum,Brachythecium collinum,Catalogue of Life Checklist,0.988,Brachythecium collinum
Brachythecium collinum,Brachythecium collinum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium collinum
Brachythecium erythrorrhizon,Brachythecium erythrorrhizon,Encyclopedia of Life,0.988,Brachythecium erythrorrhizon
Brachythecium erythrorrhizon,Brachythecium erythrorrhizon,Catalogue of Life Checklist,0.988,Brachythecium erythrorrhizon
Brachythecium erythrorrhizon,Brachythecium erythrorrhizon,Tropicos - Missouri Botanical Garden,0.988,Brachythecium erythrorrhizon
Brachythecium fendleri,Brachythecium fendleri,Encyclopedia of Life,0.988,Brachythecium fendleri
Brachythecium fendleri,Brachythecium fendleri,Catalogue of Life Checklist,0.988,Brachythecium fendleri
Brachythecium fendleri,Brachythecium fendleri,Tropicos - Missouri Botanical Garden,0.988,Brachythecium fendleri
Brachythecium frigidum,Brachythecium frigidum,Encyclopedia of Life,0.988,Brachythecium frigidum
Brachythecium frigidum,Brachythecium frigidum,Catalogue of Life Checklist,0.988,Brachythecium frigidum
Brachythecium frigidum,Brachythecium frigidum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium frigidum
Brachythecium holzingeri,Brachythecium holzingeri,Encyclopedia of Life,0.988,Brachythecium holzingeri
Brachythecium holzingeri,Brachythecium holzingeri,Catalogue of Life Checklist,0.988,Brachythecium holzingeri
Brachythecium holzingeri,Brachythecium holzingeri,Tropicos - Missouri Botanical Garden,0.988,Brachythecium holzingeri
Brachythecium leibergii,Brachythecium leibergii,Encyclopedia of Life,0.988,Brachythecium leibergii
Brachythecium leibergii,Brachythecium leibergii,Catalogue of Life Checklist,0.988,Brachythecium leibergii
Brachythecium leibergii,Brachythecium leibergii,Tropicos - Missouri Botanical Garden,0.988,Brachythecium leibergii
Brachythecium nelsonii,Brachythecium nelsonii,Encyclopedia of Life,0.988,Brachythecium nelsonii
Brachythecium nelsonii,Brachythecium nelsonii,Catalogue of Life Checklist,0.988,Brachythecium nelsonii
Brachythecium nelsonii,Brachythecium nelsonii,Tropicos - Missouri Botanical Garden,0.988,Brachythecium nelsonii
Brachythecium rivulare,Brachythecium rivulare,Encyclopedia of Life,0.988,Brachythecium rivulare
Brachythecium rivulare,Brachythecium rivulare,Catalogue of Life Checklist,0.988,Brachythecium rivulare
Brachythecium rivulare,Brachythecium rivulare,Tropicos - Missouri Botanical Garden,0.988,Brachythecium rivulare
Brachythecium rutabulum,Brachythecium rutabulum,Encyclopedia of Life,0.988,Brachythecium rutabulum
Brachythecium rutabulum,Brachythecium rutabulum,Catalogue of Life Checklist,0.988,Brachythecium rutabulum
Brachythecium rutabulum,Brachythecium rutabulum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium rutabulum
Brachythecium salebrosum,Brachythecium salebrosum,Encyclopedia of Life,0.988,Brachythecium salebrosum
Brachythecium salebrosum,Brachythecium salebrosum,Catalogue of Life Checklist,0.988,Brachythecium salebrosum
Brachythecium salebrosum,Brachythecium salebrosum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium salebrosum
Brachythecium velutinum,Brachythecium velutinum,Encyclopedia of Life,0.988,Brachythecium velutinum
Brachythecium velutinum,Brachythecium velutinum,Catalogue of Life Checklist,0.988,Brachythecium velutinum
Brachythecium velutinum,Brachythecium velutinum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium velutinum
Brachythecium venustum,Brachythecium venustum,Encyclopedia of Life,0.988,Brachythecium venustum
Brachythecium venustum,Brachythecium venustum,Catalogue of Life Checklist,0.988,Brachythecium venustum
Brachythecium venustum,Brachythecium venustum,Tropicos - Missouri Botanical Garden,0.988,Brachythecium venustum
Eurhynchiastrum,Eurhynchiastrum,Encyclopedia of Life,0.75,Eurhynchiastrum
Eurhynchiastrum,Eurhynchiastrum,Tropicos - Missouri Botanical Garden,0.75,Eurhynchiastrum
Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum,Encyclopedia of Life,0.988,Eurhynchiastrum pulchellum
Eurhynchiastrum pulchellum,Eurhynchiastrum pulchellum,Tropicos - Missouri Botanical Garden,0.988,Eurhynchiastrum pulchellum
Homalothecium,Homalothecium,Catalogue of Life Checklist,0.75,Homalothecium
Homalothecium,Homalothecium,Encyclopedia of Life,0.75,Homalothecium
Homalothecium,Homalothecium,Tropicos - Missouri Botanical Garden,0.75,Homalothecium
Homalothecium aureum,Homalothecium aureum,Encyclopedia of Life,0.988,Homalothecium aureum
Homalothecium aureum,Homalothecium aureum,Catalogue of Life Checklist,0.988,Homalothecium aureum
Homalothecium aureum,Homalothecium aureum,Tropicos - Missouri Botanical Garden,0.988,Homalothecium aureum
Homalothecium californicum,Homalothecium californicum,Encyclopedia of Life,0.988,Homalothecium californicum
Homalothecium californicum,Homalothecium californicum,Tropicos - Missouri Botanical Garden,0.988,Homalothecium californicum
Homalothecium fulgescens,Homalothecium fulgescens,Encyclopedia of Life,0.988,Homalothecium fulgescens
Homalothecium fulgescens,Homalothecium fulgescens,Tropicos - Missouri Botanical Garden,0.988,Homalothecium fulgescens
Homalothecium nevadense,Homalothecium nevadense,Encyclopedia of Life,0.988,Homalothecium nevadense
Homalothecium nevadense,Homalothecium nevadense,Catalogue of Life Checklist,0.988,Homalothecium nevadense
Homalothecium nevadense,Homalothecium nevadense,Tropicos - Missouri Botanical Garden,0.988,Homalothecium nevadense
Homalothecium nuttallii,Homalothecium nuttallii,Encyclopedia of Life,0.988,Homalothecium nuttallii
Homalothecium nuttallii,Homalothecium nuttallii,Catalogue of Life Checklist,0.988,Homalothecium nuttallii
Homalothecium nuttallii,Homalothecium nuttallii,Tropicos - Missouri Botanical Garden,0.988,Homalothecium nuttallii
Homalothecium pinnatifidum,Homalothecium pinnatifidum,Encyclopedia of Life,0.988,Homalothecium pinnatifidum
Homalothecium pinnatifidum,Homalothecium pinnatifidum,Tropicos - Missouri Botanical Garden,0.988,Homalothecium pinnatifidum
Kindbergia,Kindbergia,Catalogue of Life Checklist,0.75,Kindbergia
Kindbergia,Kindbergia,Encyclopedia of Life,0.75,Kindbergia
Kindbergia,Kindbergia,Tropicos - Missouri Botanical Garden,0.75,Kindbergia
Kindbergia oregana,Kindbergia oregana,Encyclopedia of Life,0.988,Kindbergia oregana
Kindbergia oregana,Kindbergia oregana,Tropicos - Missouri Botanical Garden,0.988,Kindbergia oregana
Kindbergia praelonga,Kindbergia praelonga,Encyclopedia of Life,0.988,Kindbergia praelonga
Kindbergia praelonga,Kindbergia praelonga,Tropicos - Missouri Botanical Garden,0.988,Kindbergia praelonga
Platyhypnidium,Platyhypnidium,Catalogue of Life Checklist,0.75,Platyhypnidium
Platyhypnidium,Platyhypnidium,Encyclopedia of Life,0.75,Platyhypnidium
Platyhypnidium,Platyhypnidium,Tropicos - Missouri Botanical Garden,0.75,Platyhypnidium
Platyhypnidium pringlei,Platyhypnidium pringlei,Encyclopedia of Life,0.988,Platyhypnidium pringlei
Platyhypnidium pringlei,Platyhypnidium pringlei,Catalogue of Life Checklist,0.988,Platyhypnidium pringlei
Platyhypnidium pringlei,Platyhypnidium pringlei,Tropicos - Missouri Botanical Garden,0.988,Platyhypnidium pringlei
Platyhypnidium riparioides,Platyhypnidium riparioides,Encyclopedia of Life,0.988,Platyhypnidium riparioides
Platyhypnidium riparioides,Platyhypnidium riparioides,Catalogue of Life Checklist,0.988,Platyhypnidium riparioides
Platyhypnidium riparioides,Platyhypnidium riparioides,Tropicos - Missouri Botanical Garden,0.988,Platyhypnidium riparioides
Pseudoscleropodium,Pseudoscleropodium,Catalogue of Life Checklist,0.75,Pseudoscleropodium
Pseudoscleropodium,Pseudoscleropodium,Encyclopedia of Life,0.75,Pseudoscleropodium
Pseudoscleropodium,Pseudoscleropodium,Tropicos - Missouri Botanical Garden,0.75,Pseudoscleropodium
Pseudoscleropodium purum,Pseudoscleropodium purum,Encyclopedia of Life,0.988,Pseudoscleropodium purum
Pseudoscleropodium purum,Pseudoscleropodium purum,Catalogue of Life Checklist,0.988,Pseudoscleropodium purum
Pseudoscleropodium purum,Pseudoscleropodium purum,Tropicos - Missouri Botanical Garden,0.988,Pseudoscleropodium purum
Rhynchostegium,Rhynchostegium,Catalogue of Life Checklist,0.75,Rhynchostegium
Rhynchostegium,Rhynchostegium,Encyclopedia of Life,0.75,Rhynchostegium
Rhynchostegium,Rhynchostegium,Tropicos - Missouri Botanical Garden,0.75,Rhynchostegium
Rhynchostegium aquaticum,Rhynchostegium aquaticum,Encyclopedia of Life,0.988,Rhynchostegium aquaticum
Rhynchostegium aquaticum,Rhynchostegium aquaticum,Tropicos - Missouri Botanical Garden,0.988,Rhynchostegium aquaticum
Rhynchostegium serrulatum,Rhynchostegium serrulatum,Encyclopedia of Life,0.988,Rhynchostegium serrulatum
Rhynchostegium serrulatum,Rhynchostegium serrulatum,Tropicos - Missouri Botanical Garden,0.988,Rhynchostegium serrulatum
Scleropodium,Scleropodium,Catalogue of Life Checklist,0.75,Scleropodium
Scleropodium,Scleropodium,Encyclopedia of Life,0.75,Scleropodium
Scleropodium,Scleropodium,Tropicos - Missouri Botanical Garden,0.75,Scleropodium
Scleropodium californicum,Scleropodium californicum,Encyclopedia of Life,0.988,Scleropodium californicum
Scleropodium californicum,Scleropodium californicum,Catalogue of Life Checklist,0.988,Scleropodium californicum
Scleropodium californicum,Scleropodium californicum,Tropicos - Missouri Botanical Garden,0.988,Scleropodium californicum
Scleropodium cespitans,Scleropodium cespitans,Encyclopedia of Life,0.988,Scleropodium cespitans
Scleropodium cespitans,Scleropodium cespitans,Catalogue of Life Checklist,0.988,Scleropodium cespitans
Scleropodium cespitans,Scleropodium cespitans,Tropicos - Missouri Botanical Garden,0.988,Scleropodium cespitans
Scleropodium julaceum,Scleropodium julaceum,Encyclopedia of Life,0.988,Scleropodium julaceum
Scleropodium julaceum,Scleropodium julaceum,Catalogue of Life Checklist,0.988,Scleropodium julaceum
Scleropodium julaceum,Scleropodium julaceum,Tropicos - Missouri Botanical Garden,0.988,Scleropodium julaceum
Scleropodium obtusifolium,Scleropodium obtusifolium,Encyclopedia of Life,0.988,Scleropodium obtusifolium
Scleropodium obtusifolium,Scleropodium obtusifolium,Catalogue of Life Checklist,0.988,Scleropodium obtusifolium
Scleropodium obtusifolium,Scleropodium obtusifolium,Tropicos - Missouri Botanical Garden,0.988,Scleropodium obtusifolium
Scleropodium touretii,Scleropodium touretii,Encyclopedia of Life,0.988,Scleropodium touretii
Scleropodium touretii,Scleropodium touretii,Catalogue of Life Checklist,0.988,Scleropodium touretii
Scleropodium touretii,Scleropodium touretii,Tropicos - Missouri Botanical Garden,0.988,Scleropodium touretii
Bryaceae,Bryaceae,Catalogue of Life Checklist,0.75,Bryaceae
Bryaceae,Bryaceae,Encyclopedia of Life,0.75,Bryaceae
Bryaceae,Bryaceae,The International Plant Names Index,0.75,Bryaceae
Bryaceae,Bryaceae,Tropicos - Missouri Botanical Garden,0.75,Bryaceae
Fabronia,Fabronia,Catalogue of Life Checklist,0.75,Fabronia
Fabronia,Fabronia,Encyclopedia of Life,0.75,Fabronia
Fabronia,Fabronia,Tropicos - Missouri Botanical Garden,0.75,Fabronia
Fabronia pusilla,Fabronia pusilla,Encyclopedia of Life,0.988,Fabronia pusilla
Fabronia pusilla,Fabronia pusilla,Catalogue of Life Checklist,0.988,Fabronia pusilla
Fabronia pusilla,Fabronia pusilla,Tropicos - Missouri Botanical Garden,0.988,Fabronia pusilla
Mniaceae,Mniaceae,Catalogue of Life Checklist,0.75,Mniaceae
Mniaceae,Mniaceae,Encyclopedia of Life,0.75,Mniaceae
Mniaceae,Mniaceae,Tropicos - Missouri Botanical Garden,0.75,Mniaceae
Dichelyma,Dichelyma,Catalogue of Life Checklist,0.75,Dichelyma
Dichelyma,Dichelyma,Encyclopedia of Life,0.75,Dichelyma
Dichelyma,Dichelyma,Tropicos - Missouri Botanical Garden,0.75,Dichelyma
Dichelyma uncinatum,Dichelyma uncinatum,Encyclopedia of Life,0.988,Dichelyma uncinatum
Dichelyma uncinatum,Dichelyma uncinatum,Catalogue of Life Checklist,0.988,Dichelyma uncinatum
Dichelyma uncinatum,Dichelyma uncinatum,Tropicos - Missouri Botanical Garden,0.988,Dichelyma uncinatum
Fontinalis,Fontinalis,Catalogue of Life Checklist,0.75,Fontinalis
Fontinalis,Fontinalis,Encyclopedia of Life,0.75,Fontinalis
Fontinalis,Fontinalis,Tropicos - Missouri Botanical Garden,0.75,Fontinalis
Fontinalis antipyretica,Fontinalis antipyretica,Encyclopedia of Life,0.988,Fontinalis antipyretica
Fontinalis antipyretica,Fontinalis antipyretica,Catalogue of Life Checklist,0.988,Fontinalis antipyretica
Fontinalis antipyretica,Fontinalis antipyretica,Tropicos - Missouri Botanical Garden,0.988,Fontinalis antipyretica
Fontinalis chrysophylla,Fontinalis chrysophylla,Encyclopedia of Life,0.988,Fontinalis chrysophylla
Fontinalis chrysophylla,Fontinalis chrysophylla,Catalogue of Life Checklist,0.988,Fontinalis chrysophylla
Fontinalis chrysophylla,Fontinalis chrysophylla,Tropicos - Missouri Botanical Garden,0.988,Fontinalis chrysophylla
Fontinalis gigantea,Fontinalis gigantea,Encyclopedia of Life,0.988,Fontinalis gigantea
Fontinalis gigantea,Fontinalis gigantea,Catalogue of Life Checklist,0.988,Fontinalis gigantea
Fontinalis gigantea,Fontinalis gigantea,Tropicos - Missouri Botanical Garden,0.988,Fontinalis gigantea
Fontinalis howellii,Fontinalis howellii,Encyclopedia of Life,0.988,Fontinalis howellii
Fontinalis howellii,Fontinalis howellii,Catalogue of Life Checklist,0.988,Fontinalis howellii
Fontinalis howellii,Fontinalis howellii,Tropicos - Missouri Botanical Garden,0.988,Fontinalis howellii
Fontinalis mollis,Fontinalis mollis,Encyclopedia of Life,0.988,Fontinalis mollis
Fontinalis mollis,Fontinalis mollis,Catalogue of Life Checklist,0.988,Fontinalis mollis
Fontinalis mollis,Fontinalis mollis,Tropicos - Missouri Botanical Garden,0.988,Fontinalis mollis
Fontinalis neomexicana,Fontinalis neomexicana,Encyclopedia of Life,0.988,Fontinalis neomexicana
Fontinalis neomexicana,Fontinalis neomexicana,Catalogue of Life Checklist,0.988,Fontinalis neomexicana
Fontinalis neomexicana,Fontinalis neomexicana,Tropicos - Missouri Botanical Garden,0.988,Fontinalis neomexicana
Mielichhoferiaceae,Mielichhoferiaceae,Encyclopedia of Life,0.75,Mielichhoferiaceae
Mielichhoferiaceae,Mielichhoferiaceae,Tropicos - Missouri Botanical Garden,0.75,Mielichhoferiaceae
Claopodium,Claopodium,Catalogue of Life Checklist,0.75,Claopodium
Claopodium,Claopodium,Encyclopedia of Life,0.75,Claopodium
Claopodium,Claopodium,The International Plant Names Index,0.75,Claopodium
Claopodium,Claopodium,Tropicos - Missouri Botanical Garden,0.75,Claopodium
