"","user_supplied_name","submitted_name","data_source_title","score","matched_name2"
"240","Aulacomnium androgynum","Aulacomnium androgynum","Catalogue of Life Checklist",0.988,"Aulacomnium androgynum"
"241","Aulacomnium androgynum","Aulacomnium androgynum","Tropicos - Missouri Botanical Garden",0.988,"Aulacomnium androgynum"
"242","Aulacomnium palustre","Aulacomnium palustre","Encyclopedia of Life",0.988,"Aulacomnium palustre"
"243","Aulacomnium palustre","Aulacomnium palustre","Catalogue of Life Checklist",0.988,"Aulacomnium palustre"
"244","Aulacomnium palustre","Aulacomnium palustre","Tropicos - Missouri Botanical Garden",0.988,"Aulacomnium palustre"
"245","Anacolia baueri","Anacolia baueri","Tropicos - Missouri Botanical Garden",0.988,"Anacolia baueri"
"246","Anacolia laevisphaera","Anacolia laevisphaera","Encyclopedia of Life",0.988,"Anacolia laevisphaera"
"247","Anacolia laevisphaera","Anacolia laevisphaera","Catalogue of Life Checklist",0.988,"Anacolia laevisphaera"
"248","Anacolia laevisphaera","Anacolia laevisphaera","Tropicos - Missouri Botanical Garden",0.988,"Anacolia laevisphaera"
"249","Anacolia menziesii","Anacolia menziesii","Encyclopedia of Life",0.988,"Anacolia menziesii"
"250","Anacolia menziesii","Anacolia menziesii","Catalogue of Life Checklist",0.988,"Anacolia menziesii"
"251","Anacolia menziesii","Anacolia menziesii","Tropicos - Missouri Botanical Garden",0.988,"Anacolia menziesii"
"252","Bartramia ithyphylla","Bartramia ithyphylla","Encyclopedia of Life",0.988,"Bartramia ithyphylla"
"253","Bartramia ithyphylla","Bartramia ithyphylla","Catalogue of Life Checklist",0.988,"Bartramia ithyphylla"
"254","Bartramia ithyphylla","Bartramia ithyphylla","Tropicos - Missouri Botanical Garden",0.988,"Bartramia ithyphylla"
"255","Bartramia pomiformis","Bartramia pomiformis","Encyclopedia of Life",0.988,"Bartramia pomiformis"
"256","Bartramia pomiformis","Bartramia pomiformis","Catalogue of Life Checklist",0.988,"Bartramia pomiformis"
"257","Bartramia pomiformis","Bartramia pomiformis","Tropicos - Missouri Botanical Garden",0.988,"Bartramia pomiformis"
"258","Bartramia stricta","Bartramia stricta","Encyclopedia of Life",0.988,"Bartramia stricta"
"259","Bartramia stricta","Bartramia stricta","Catalogue of Life Checklist",0.988,"Bartramia stricta"
"260","Bartramia stricta","Bartramia stricta","Tropicos - Missouri Botanical Garden",0.988,"Bartramia stricta"
"261","Philonotis americana","Philonotis americana","Encyclopedia of Life",0.988,"Philonotis americana"
"262","Philonotis americana","Philonotis americana","Tropicos - Missouri Botanical Garden",0.988,"Philonotis americana"
"263","Philonotis caespitosa","Philonotis caespitosa","Encyclopedia of Life",0.988,"Philonotis caespitosa"
"264","Philonotis caespitosa","Philonotis caespitosa","Tropicos - Missouri Botanical Garden",0.988,"Philonotis caespitosa"
"265","Philonotis calcarea","Philonotis calcarea","Encyclopedia of Life",0.988,"Philonotis calcarea"
"266","Philonotis calcarea","Philonotis calcarea","Catalogue of Life Checklist",0.988,"Philonotis calcarea"
"267","Philonotis calcarea","Philonotis calcarea","Tropicos - Missouri Botanical Garden",0.988,"Philonotis calcarea"
"268","Philonotis capillaris","Philonotis capillaris","Encyclopedia of Life",0.988,"Philonotis capillaris"
"269","Philonotis capillaris","Philonotis capillaris","Catalogue of Life Checklist",0.988,"Philonotis capillaris"
"270","Philonotis capillaris","Philonotis capillaris","Tropicos - Missouri Botanical Garden",0.988,"Philonotis capillaris"
"271","Philonotis fontanus","Philonotis fontanus","Catalogue of Life Checklist",0.75,"Philonotis fontana"
"272","Philonotis fontanus","Philonotis fontanus","Encyclopedia of Life",0.75,"Philonotis fontana"
"273","Philonotis fontanus","Philonotis fontanus","Tropicos - Missouri Botanical Garden",0.75,"Philonotis fontana"
"274","Philonotis marchia","Philonotis marchia","Catalogue of Life Checklist",0.75,"Philonotis marchica"
"275","Philonotis marchia","Philonotis marchia","Encyclopedia of Life",0.75,"Philonotis marchica"
"276","Philonotis marchia","Philonotis marchia","Tropicos - Missouri Botanical Garden",0.75,"Philonotis marchica"
"277","Philonotis muhlenbergia","Philonotis muhlenbergia","Catalogue of Life Checklist",0.75,"Philonotis muhlenbergii"
"278","Philonotis muhlenbergia","Philonotis muhlenbergia","Encyclopedia of Life",0.75,"Philonotis muhlenbergii"
"279","Philonotis muhlenbergia","Philonotis muhlenbergia","Tropicos - Missouri Botanical Garden",0.75,"Philonotis muhlenbergii"
"280","Philonotis muhlenbergia","Philonotis muhlenbergia","Encyclopedia of Life",0.75,"Philonotis muehlenbergii"
"281","Philonotis tomentella","Philonotis tomentella","Encyclopedia of Life",0.988,"Philonotis tomentella"
"282","Philonotis tomentella","Philonotis tomentella","Catalogue of Life Checklist",0.988,"Philonotis tomentella"
"283","Philonotis tomentella","Philonotis tomentella","Tropicos - Missouri Botanical Garden",0.988,"Philonotis tomentella"
"284","Philonotis yezoana","Philonotis yezoana","Encyclopedia of Life",0.988,"Philonotis yezoana"
"285","Philonotis yezoana","Philonotis yezoana","Catalogue of Life Checklist",0.988,"Philonotis yezoana"
"286","Philonotis yezoana","Philonotis yezoana","Tropicos - Missouri Botanical Garden",0.988,"Philonotis yezoana"
"287","Conostomum tetragonum","Conostomum tetragonum","Encyclopedia of Life",0.988,"Conostomum tetragonum"
"288","Conostomum tetragonum","Conostomum tetragonum","Catalogue of Life Checklist",0.988,"Conostomum tetragonum"
"289","Conostomum tetragonum","Conostomum tetragonum","Tropicos - Missouri Botanical Garden",0.988,"Conostomum tetragonum"
"290","Anomobryum concinnatum","Anomobryum concinnatum","Tropicos - Missouri Botanical Garden",0.988,"Anomobryum concinnatum"
"291","Anomobryum julaceum","Anomobryum julaceum","Encyclopedia of Life",0.988,"Anomobryum julaceum"
"292","Anomobryum julaceum","Anomobryum julaceum","Catalogue of Life Checklist",0.988,"Anomobryum julaceum"
"293","Anomobryum julaceum","Anomobryum julaceum","Tropicos - Missouri Botanical Garden",0.988,"Anomobryum julaceum"
"294","Bryum argentum","Bryum argentum","Catalogue of Life Checklist",0.75,"Bryum argenteum"
"295","Bryum argentum","Bryum argentum","Encyclopedia of Life",0.75,"Bryum argenteum"
"296","Bryum argentum","Bryum argentum","Tropicos - Missouri Botanical Garden",0.75,"Bryum argenteum"
"297","Bryum argentum","Bryum argentum","Encyclopedia of Life",0.75,"Bryum argentatum"
"298","Bryum argentum","Bryum argentum","Tropicos - Missouri Botanical Garden",0.75,"Bryum argentatum"
"299","Bryum blindii","Bryum blindii","Encyclopedia of Life",0.988,"Bryum blindii"
"300","Bryum blindii","Bryum blindii","Catalogue of Life Checklist",0.988,"Bryum blindii"
"301","Bryum blindii","Bryum blindii","Tropicos - Missouri Botanical Garden",0.988,"Bryum blindii"
"302","Bryum calobryoides","Bryum calobryoides","Encyclopedia of Life",0.988,"Bryum calobryoides"
"303","Bryum calobryoides","Bryum calobryoides","Catalogue of Life Checklist",0.988,"Bryum calobryoides"
"304","Bryum calobryoides","Bryum calobryoides","Tropicos - Missouri Botanical Garden",0.988,"Bryum calobryoides"
"305","Bryum chryseum","Bryum chryseum","Encyclopedia of Life",0.988,"Bryum chryseum"
"306","Bryum chryseum","Bryum chryseum","Catalogue of Life Checklist",0.988,"Bryum chryseum"
"307","Bryum chryseum","Bryum chryseum","Tropicos - Missouri Botanical Garden",0.988,"Bryum chryseum"
"308","Bryum lanatum","Bryum lanatum","Encyclopedia of Life",0.988,"Bryum lanatum"
"309","Bryum lanatum","Bryum lanatum","Tropicos - Missouri Botanical Garden",0.988,"Bryum lanatum"
"310","Gemmabryum barnesii","Gemmabryum barnesii","Encyclopedia of Life",0.988,"Gemmabryum barnesii"
"311","Gemmabryum barnesii","Gemmabryum barnesii","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum barnesii"
"312","Gemmabryum caespiticium","Gemmabryum caespiticium","Encyclopedia of Life",0.988,"Gemmabryum caespiticium"
"313","Gemmabryum caespiticium","Gemmabryum caespiticium","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum caespiticium"
"314","Gemmabryum californicum","Gemmabryum californicum","Encyclopedia of Life",0.988,"Gemmabryum californicum"
"315","Gemmabryum californicum","Gemmabryum californicum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum californicum"
"316","Gemmabryum dichotomum","Gemmabryum dichotomum","Encyclopedia of Life",0.988,"Gemmabryum dichotomum"
"317","Gemmabryum dichotomum","Gemmabryum dichotomum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum dichotomum"
"318","Gemmabryum gemmiferum","Gemmabryum gemmiferum","Encyclopedia of Life",0.988,"Gemmabryum gemmiferum"
"319","Gemmabryum gemmiferum","Gemmabryum gemmiferum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum gemmiferum"
"320","Gemmabryum gemmilucens","Gemmabryum gemmilucens","Encyclopedia of Life",0.988,"Gemmabryum gemmilucens"
"321","Gemmabryum gemmilucens","Gemmabryum gemmilucens","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum gemmilucens"
"322","Gemmabryum klinggraeffii ","Gemmabryum klinggraeffii ","Encyclopedia of Life",0.75,"Gemmabryum"
"323","Gemmabryum klinggraeffii ","Gemmabryum klinggraeffii ","Tropicos - Missouri Botanical Garden",0.75,"Gemmabryum"
"324","Gemmabryum kunzei","Gemmabryum kunzei","Encyclopedia of Life",0.988,"Gemmabryum kunzei"
"325","Gemmabryum kunzei","Gemmabryum kunzei","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum kunzei"
"326","Gemmabryum radiculosum","Gemmabryum radiculosum","Encyclopedia of Life",0.988,"Gemmabryum radiculosum"
"327","Gemmabryum radiculosum","Gemmabryum radiculosum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum radiculosum"
"328","Gemmabryum subapiculatum","Gemmabryum subapiculatum","Encyclopedia of Life",0.988,"Gemmabryum subapiculatum"
"329","Gemmabryum subapiculatum","Gemmabryum subapiculatum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum subapiculatum"
"330","Gemmabryum tenuisetum","Gemmabryum tenuisetum","Encyclopedia of Life",0.988,"Gemmabryum tenuisetum"
"331","Gemmabryum tenuisetum","Gemmabryum tenuisetum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum tenuisetum"
"332","Gemmabryum valparaisense","Gemmabryum valparaisense","Encyclopedia of Life",0.988,"Gemmabryum valparaisense"
"333","Gemmabryum valparaisense","Gemmabryum valparaisense","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum valparaisense"
"334","Gemmabryum violaceum","Gemmabryum violaceum","Encyclopedia of Life",0.988,"Gemmabryum violaceum"
"335","Gemmabryum violaceum","Gemmabryum violaceum","Tropicos - Missouri Botanical Garden",0.988,"Gemmabryum violaceum"
"336","Haplodontium tehamense","Haplodontium tehamense","Encyclopedia of Life",0.988,"Haplodontium tehamense"
"337","Haplodontium tehamense","Haplodontium tehamense","Tropicos - Missouri Botanical Garden",0.988,"Haplodontium tehamense"
"338","Imbribryum alpinum","Imbribryum alpinum","Encyclopedia of Life",0.988,"Imbribryum alpinum"
"339","Imbribryum alpinum","Imbribryum alpinum","Tropicos - Missouri Botanical Garden",0.988,"Imbribryum alpinum"
"340","Imbribryum gemmiparum","Imbribryum gemmiparum","Encyclopedia of Life",0.988,"Imbribryum gemmiparum"
"341","Imbribryum gemmiparum","Imbribryum gemmiparum","Tropicos - Missouri Botanical Garden",0.988,"Imbribryum gemmiparum"
"342","Imbribryum microchaeton","Imbribryum microchaeton","Encyclopedia of Life",0.988,"Imbribryum microchaeton"
"343","Imbribryum microchaeton","Imbribryum microchaeton","Tropicos - Missouri Botanical Garden",0.988,"Imbribryum microchaeton"
"344","Imbribryum mildeanum","Imbribryum mildeanum","Encyclopedia of Life",0.988,"Imbribryum mildeanum"
"345","Imbribryum mildeanum","Imbribryum mildeanum","Tropicos - Missouri Botanical Garden",0.988,"Imbribryum mildeanum"
"346","Imbribryum miniatum","Imbribryum miniatum","Encyclopedia of Life",0.988,"Imbribryum miniatum"
"347","Imbribryum miniatum","Imbribryum miniatum","Tropicos - Missouri Botanical Garden",0.988,"Imbribryum miniatum"
"348","Imbribryum muhlenbeckii","Imbribryum muhlenbeckii","Encyclopedia of Life",0.75,"Imbribryum muehlenbeckii"
"349","Imbribryum muhlenbeckii","Imbribryum muhlenbeckii","Tropicos - Missouri Botanical Garden",0.75,"Imbribryum muehlenbeckii"
"350","Imbribryum sp. nov.","Imbribryum sp. nov.","Encyclopedia of Life",0.75,"Imbribryum"
"351","Imbribryum sp. nov.","Imbribryum sp. nov.","Tropicos - Missouri Botanical Garden",0.75,"Imbribryum"
"352","Plagiobryiodes vinosula","Plagiobryiodes vinosula","Encyclopedia of Life",0.75,"Plagiobryoides vinosula"
"353","Plagiobryiodes vinosula","Plagiobryiodes vinosula","Tropicos - Missouri Botanical Garden",0.75,"Plagiobryoides vinosula"
"354","Ptychostomum arcticum","Ptychostomum arcticum","Encyclopedia of Life",0.988,"Ptychostomum arcticum"
"355","Ptychostomum arcticum","Ptychostomum arcticum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum arcticum"
"356","Ptychostomum badium","Ptychostomum badium","Encyclopedia of Life",0.988,"Ptychostomum badium"
"357","Ptychostomum badium","Ptychostomum badium","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum badium"
"358","Ptychostomum bimum","Ptychostomum bimum","Encyclopedia of Life",0.988,"Ptychostomum bimum"
"359","Ptychostomum bimum","Ptychostomum bimum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum bimum"
"360","Ptychostomum cernuum","Ptychostomum cernuum","Encyclopedia of Life",0.988,"Ptychostomum cernuum"
"361","Ptychostomum cernuum","Ptychostomum cernuum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum cernuum"
"362","Ptychostomum creberrimum","Ptychostomum creberrimum","Encyclopedia of Life",0.988,"Ptychostomum creberrimum"
"363","Ptychostomum creberrimum","Ptychostomum creberrimum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum creberrimum"
"364","Ptychostomum cyclophyllum","Ptychostomum cyclophyllum","Encyclopedia of Life",0.988,"Ptychostomum cyclophyllum"
"365","Ptychostomum cyclophyllum","Ptychostomum cyclophyllum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum cyclophyllum"
"366","Ptychostomum inclinatum","Ptychostomum inclinatum","Encyclopedia of Life",0.988,"Ptychostomum inclinatum"
"367","Ptychostomum inclinatum","Ptychostomum inclinatum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum inclinatum"
"368","Ptychostomum lonchocaulon","Ptychostomum lonchocaulon","Encyclopedia of Life",0.988,"Ptychostomum lonchocaulon"
"369","Ptychostomum lonchocaulon","Ptychostomum lonchocaulon","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum lonchocaulon"
"370","Ptychostomum neodamense","Ptychostomum neodamense","Encyclopedia of Life",0.988,"Ptychostomum neodamense"
"371","Ptychostomum neodamense","Ptychostomum neodamense","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum neodamense"
"372","Ptychostomum pallens","Ptychostomum pallens","Encyclopedia of Life",0.988,"Ptychostomum pallens"
"373","Ptychostomum pallens","Ptychostomum pallens","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum pallens"
"374","Ptychostomum pallescens","Ptychostomum pallescens","Encyclopedia of Life",0.988,"Ptychostomum pallescens"
"375","Ptychostomum pallescens","Ptychostomum pallescens","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum pallescens"
"376","Ptychostomum pseudotriquetrum","Ptychostomum pseudotriquetrum","Encyclopedia of Life",0.988,"Ptychostomum pseudotriquetrum"
"377","Ptychostomum pseudotriquetrum","Ptychostomum pseudotriquetrum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum pseudotriquetrum"
"378","Ptychostomum schleicheri","Ptychostomum schleicheri","Encyclopedia of Life",0.988,"Ptychostomum schleicheri"
"379","Ptychostomum schleicheri","Ptychostomum schleicheri","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum schleicheri"
"380","Ptychostomum turbinatum","Ptychostomum turbinatum","Encyclopedia of Life",0.988,"Ptychostomum turbinatum"
"381","Ptychostomum turbinatum","Ptychostomum turbinatum","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum turbinatum"
"382","Ptychostomum weigelii","Ptychostomum weigelii","Encyclopedia of Life",0.988,"Ptychostomum weigelii"
"383","Ptychostomum weigelii","Ptychostomum weigelii","Tropicos - Missouri Botanical Garden",0.988,"Ptychostomum weigelii"
"384","Roellia roellia","Roellia roellia","Catalogue of Life Checklist",0.75,"Roellia roellii"
"385","Roellia roellia","Roellia roellia","Encyclopedia of Life",0.75,"Roellia roellii"
"386","Roellia roellia","Roellia roellia","Tropicos - Missouri Botanical Garden",0.75,"Roellia roellii"
"387","Rosulabryum canariense","Rosulabryum canariense","Encyclopedia of Life",0.988,"Rosulabryum canariense"
"388","Rosulabryum canariense","Rosulabryum canariense","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum canariense"
"389","Rosulabryum capillare","Rosulabryum capillare","Encyclopedia of Life",0.988,"Rosulabryum capillare"
"390","Rosulabryum capillare","Rosulabryum capillare","Catalogue of Life Checklist",0.988,"Rosulabryum capillare"
"391","Rosulabryum capillare","Rosulabryum capillare","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum capillare"
"392","Rosulabryum elegans","Rosulabryum elegans","Encyclopedia of Life",0.988,"Rosulabryum elegans"
"393","Rosulabryum elegans","Rosulabryum elegans","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum elegans"
"394","Rosulabryum flaccidum","Rosulabryum flaccidum","Encyclopedia of Life",0.988,"Rosulabryum flaccidum"
"395","Rosulabryum flaccidum","Rosulabryum flaccidum","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum flaccidum"
"396","Rosulabryum gemmascens","Rosulabryum gemmascens","Encyclopedia of Life",0.988,"Rosulabryum gemmascens"
"397","Rosulabryum gemmascens","Rosulabryum gemmascens","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum gemmascens"
"398","Rosulabryum laevifilum","Rosulabryum laevifilum","Encyclopedia of Life",0.988,"Rosulabryum laevifilum"
"399","Rosulabryum laevifilum","Rosulabryum laevifilum","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum laevifilum"
"400","Rosulabryum rubens","Rosulabryum rubens","Encyclopedia of Life",0.988,"Rosulabryum rubens"
"401","Rosulabryum rubens","Rosulabryum rubens","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum rubens"
"402","Rosulabryum torquescens","Rosulabryum torquescens","Encyclopedia of Life",0.988,"Rosulabryum torquescens"
"403","Rosulabryum torquescens","Rosulabryum torquescens","Catalogue of Life Checklist",0.988,"Rosulabryum torquescens"
"404","Rosulabryum torquescens","Rosulabryum torquescens","Tropicos - Missouri Botanical Garden",0.988,"Rosulabryum torquescens"
"405","Ceratodon purpureus","Ceratodon purpureus","Encyclopedia of Life",0.988,"Ceratodon purpureus"
"406","Ceratodon purpureus","Ceratodon purpureus","Catalogue of Life Checklist",0.988,"Ceratodon purpureus"
"407","Ceratodon purpureus","Ceratodon purpureus","Tropicos - Missouri Botanical Garden",0.988,"Ceratodon purpureus"
"408","Ceratodon stenocarpus","Ceratodon stenocarpus","Encyclopedia of Life",0.988,"Ceratodon stenocarpus"
"409","Ceratodon stenocarpus","Ceratodon stenocarpus","Tropicos - Missouri Botanical Garden",0.988,"Ceratodon stenocarpus"
"410","Distichium capillaceum","Distichium capillaceum","Encyclopedia of Life",0.988,"Distichium capillaceum"
"411","Distichium capillaceum","Distichium capillaceum","Catalogue of Life Checklist",0.988,"Distichium capillaceum"
"412","Distichium capillaceum","Distichium capillaceum","Tropicos - Missouri Botanical Garden",0.988,"Distichium capillaceum"
"413","Distichium inclinatum","Distichium inclinatum","Encyclopedia of Life",0.988,"Distichium inclinatum"
"414","Distichium inclinatum","Distichium inclinatum","Catalogue of Life Checklist",0.988,"Distichium inclinatum"
"415","Distichium inclinatum","Distichium inclinatum","Tropicos - Missouri Botanical Garden",0.988,"Distichium inclinatum"
"416","Ditrichum ambiguum","Ditrichum ambiguum","Encyclopedia of Life",0.988,"Ditrichum ambiguum"
"417","Ditrichum ambiguum","Ditrichum ambiguum","Catalogue of Life Checklist",0.988,"Ditrichum ambiguum"
"418","Ditrichum ambiguum","Ditrichum ambiguum","Tropicos - Missouri Botanical Garden",0.988,"Ditrichum ambiguum"
"419","Ditrichum heteromallum","Ditrichum heteromallum","Encyclopedia of Life",0.988,"Ditrichum heteromallum"
"420","Ditrichum heteromallum","Ditrichum heteromallum","Catalogue of Life Checklist",0.988,"Ditrichum heteromallum"
"421","Ditrichum heteromallum","Ditrichum heteromallum","Tropicos - Missouri Botanical Garden",0.988,"Ditrichum heteromallum"
"422","Ditrichum montanum","Ditrichum montanum","Encyclopedia of Life",0.988,"Ditrichum montanum"
"423","Ditrichum montanum","Ditrichum montanum","Catalogue of Life Checklist",0.988,"Ditrichum montanum"
"424","Ditrichum montanum","Ditrichum montanum","Tropicos - Missouri Botanical Garden",0.988,"Ditrichum montanum"
"425","Ditrichum pusillum","Ditrichum pusillum","Encyclopedia of Life",0.988,"Ditrichum pusillum"
"426","Ditrichum pusillum","Ditrichum pusillum","Catalogue of Life Checklist",0.988,"Ditrichum pusillum"
"427","Ditrichum pusillum","Ditrichum pusillum","Tropicos - Missouri Botanical Garden",0.988,"Ditrichum pusillum"
"428","Ditrichum schimperi","Ditrichum schimperi","Encyclopedia of Life",0.988,"Ditrichum schimperi"
"429","Ditrichum schimperi","Ditrichum schimperi","Catalogue of Life Checklist",0.988,"Ditrichum schimperi"
"430","Ditrichum schimperi","Ditrichum schimperi","Tropicos - Missouri Botanical Garden",0.988,"Ditrichum schimperi"
"431","Pleuridium acuminatum","Pleuridium acuminatum","Encyclopedia of Life",0.988,"Pleuridium acuminatum"
"432","Pleuridium acuminatum","Pleuridium acuminatum","Catalogue of Life Checklist",0.988,"Pleuridium acuminatum"
"433","Pleuridium acuminatum","Pleuridium acuminatum","Tropicos - Missouri Botanical Garden",0.988,"Pleuridium acuminatum"
"434","Pleuridium mexicanum","Pleuridium mexicanum","Encyclopedia of Life",0.988,"Pleuridium mexicanum"
"435","Pleuridium mexicanum","Pleuridium mexicanum","Catalogue of Life Checklist",0.988,"Pleuridium mexicanum"
"436","Pleuridium mexicanum","Pleuridium mexicanum","Tropicos - Missouri Botanical Garden",0.988,"Pleuridium mexicanum"
"437","Pleuridium subulatum","Pleuridium subulatum","Encyclopedia of Life",0.988,"Pleuridium subulatum"
"438","Pleuridium subulatum","Pleuridium subulatum","Catalogue of Life Checklist",0.988,"Pleuridium subulatum"
"439","Pleuridium subulatum","Pleuridium subulatum","Tropicos - Missouri Botanical Garden",0.988,"Pleuridium subulatum"
"440","Trichodon cylindricus","Trichodon cylindricus","Encyclopedia of Life",0.988,"Trichodon cylindricus"
"441","Trichodon cylindricus","Trichodon cylindricus","Catalogue of Life Checklist",0.988,"Trichodon cylindricus"
"442","Trichodon cylindricus","Trichodon cylindricus","Tropicos - Missouri Botanical Garden",0.988,"Trichodon cylindricus"
"443","Fissidens aphelotaxifolius","Fissidens aphelotaxifolius","Encyclopedia of Life",0.988,"Fissidens aphelotaxifolius"
"444","Fissidens aphelotaxifolius","Fissidens aphelotaxifolius","Catalogue of Life Checklist",0.988,"Fissidens aphelotaxifolius"
"445","Fissidens aphelotaxifolius","Fissidens aphelotaxifolius","Tropicos - Missouri Botanical Garden",0.988,"Fissidens aphelotaxifolius"
"446","Fissidens bryoides","Fissidens bryoides","Encyclopedia of Life",0.988,"Fissidens bryoides"
"447","Fissidens bryoides","Fissidens bryoides","Catalogue of Life Checklist",0.988,"Fissidens bryoides"
"448","Fissidens bryoides","Fissidens bryoides","Tropicos - Missouri Botanical Garden",0.988,"Fissidens bryoides"
"449","Fissidens crispus","Fissidens crispus","Encyclopedia of Life",0.988,"Fissidens crispus"
"450","Fissidens crispus","Fissidens crispus","Catalogue of Life Checklist",0.988,"Fissidens crispus"
"451","Fissidens crispus","Fissidens crispus","Tropicos - Missouri Botanical Garden",0.988,"Fissidens crispus"
"452","Fissidens curvatus","Fissidens curvatus","Encyclopedia of Life",0.988,"Fissidens curvatus"
"453","Fissidens curvatus","Fissidens curvatus","Catalogue of Life Checklist",0.988,"Fissidens curvatus"
"454","Fissidens curvatus","Fissidens curvatus","Tropicos - Missouri Botanical Garden",0.988,"Fissidens curvatus"
"455","Fissidens dubius","Fissidens dubius","Encyclopedia of Life",0.988,"Fissidens dubius"
"456","Fissidens dubius","Fissidens dubius","Catalogue of Life Checklist",0.988,"Fissidens dubius"
"457","Fissidens dubius","Fissidens dubius","Tropicos - Missouri Botanical Garden",0.988,"Fissidens dubius"
"458","Fissidens fontanus","Fissidens fontanus","Encyclopedia of Life",0.988,"Fissidens fontanus"
"459","Fissidens fontanus","Fissidens fontanus","Catalogue of Life Checklist",0.988,"Fissidens fontanus"
"460","Fissidens fontanus","Fissidens fontanus","Tropicos - Missouri Botanical Garden",0.988,"Fissidens fontanus"
"461","Fissidens grandifrons","Fissidens grandifrons","Encyclopedia of Life",0.988,"Fissidens grandifrons"
"462","Fissidens grandifrons","Fissidens grandifrons","Catalogue of Life Checklist",0.988,"Fissidens grandifrons"
"463","Fissidens grandifrons","Fissidens grandifrons","Tropicos - Missouri Botanical Garden",0.988,"Fissidens grandifrons"
"464","Fissidens obtusifolius","Fissidens obtusifolius","Encyclopedia of Life",0.988,"Fissidens obtusifolius"
"465","Fissidens obtusifolius","Fissidens obtusifolius","Catalogue of Life Checklist",0.988,"Fissidens obtusifolius"
"466","Fissidens obtusifolius","Fissidens obtusifolius","Tropicos - Missouri Botanical Garden",0.988,"Fissidens obtusifolius"
"467","Fissidens pauperculus","Fissidens pauperculus","Encyclopedia of Life",0.988,"Fissidens pauperculus"
"468","Fissidens pauperculus","Fissidens pauperculus","Catalogue of Life Checklist",0.988,"Fissidens pauperculus"
"469","Fissidens pauperculus","Fissidens pauperculus","Tropicos - Missouri Botanical Garden",0.988,"Fissidens pauperculus"
"470","Fissidens taxifolius","Fissidens taxifolius","Encyclopedia of Life",0.988,"Fissidens taxifolius"
"471","Fissidens taxifolius","Fissidens taxifolius","Catalogue of Life Checklist",0.988,"Fissidens taxifolius"
"472","Fissidens taxifolius","Fissidens taxifolius","Tropicos - Missouri Botanical Garden",0.988,"Fissidens taxifolius"
"473","Fissidens taylorii","Fissidens taylorii","Catalogue of Life Checklist",0.988,"Fissidens taylorii"
"474","Fissidens taylorii","Fissidens taylorii","Tropicos - Missouri Botanical Garden",0.988,"Fissidens taylorii"
"475","Fissidens ventricosus","Fissidens ventricosus","Encyclopedia of Life",0.988,"Fissidens ventricosus"
"476","Fissidens ventricosus","Fissidens ventricosus","Catalogue of Life Checklist",0.988,"Fissidens ventricosus"
"477","Fissidens ventricosus","Fissidens ventricosus","Tropicos - Missouri Botanical Garden",0.988,"Fissidens ventricosus"
"478","Entosthodon californicus","Entosthodon californicus","Encyclopedia of Life",0.988,"Entosthodon californicus"
"479","Entosthodon californicus","Entosthodon californicus","Catalogue of Life Checklist",0.988,"Entosthodon californicus"
"480","Entosthodon californicus","Entosthodon californicus","Tropicos - Missouri Botanical Garden",0.988,"Entosthodon californicus"
"481","Entosthodon drummondii","Entosthodon drummondii","Encyclopedia of Life",0.988,"Entosthodon drummondii"
"482","Entosthodon drummondii","Entosthodon drummondii","Catalogue of Life Checklist",0.988,"Entosthodon drummondii"
"483","Entosthodon drummondii","Entosthodon drummondii","Tropicos - Missouri Botanical Garden",0.988,"Entosthodon drummondii"
