"","user_supplied_name","submitted_name","data_source_title","score","matched_name2"
"894","Aloina bifrons","Aloina bifrons","Catalogue of Life Checklist",0.988,"Aloina bifrons"
"895","Aloina bifrons","Aloina bifrons","Tropicos - Missouri Botanical Garden",0.988,"Aloina bifrons"
"896","Aloina rigida ","Aloina rigida ","Catalogue of Life Checklist",0.75,"Aloina"
"897","Aloina rigida ","Aloina rigida ","Encyclopedia of Life",0.75,"Aloina"
"898","Aloina rigida ","Aloina rigida ","Tropicos - Missouri Botanical Garden",0.75,"Aloina"
"899","Anoectangium handelii","Anoectangium handelii","Encyclopedia of Life",0.988,"Anoectangium handelii"
"900","Anoectangium handelii","Anoectangium handelii","Tropicos - Missouri Botanical Garden",0.988,"Anoectangium handelii"
"901","Barbula bolleana","Barbula bolleana","Encyclopedia of Life",0.988,"Barbula bolleana"
"902","Barbula bolleana","Barbula bolleana","Catalogue of Life Checklist",0.988,"Barbula bolleana"
"903","Barbula bolleana","Barbula bolleana","Tropicos - Missouri Botanical Garden",0.988,"Barbula bolleana"
"904","Barbula convoluta","Barbula convoluta","Encyclopedia of Life",0.988,"Barbula convoluta"
"905","Barbula convoluta","Barbula convoluta","Catalogue of Life Checklist",0.988,"Barbula convoluta"
"906","Barbula convoluta","Barbula convoluta","Tropicos - Missouri Botanical Garden",0.988,"Barbula convoluta"
"907","Barbula eustegia","Barbula eustegia","Encyclopedia of Life",0.988,"Barbula eustegia"
"908","Barbula eustegia","Barbula eustegia","Tropicos - Missouri Botanical Garden",0.988,"Barbula eustegia"
"909","Barbula unguiculata","Barbula unguiculata","Encyclopedia of Life",0.988,"Barbula unguiculata"
"910","Barbula unguiculata","Barbula unguiculata","Catalogue of Life Checklist",0.988,"Barbula unguiculata"
"911","Barbula unguiculata","Barbula unguiculata","Tropicos - Missouri Botanical Garden",0.988,"Barbula unguiculata"
"912","Bryoerythrophyllum columbianum","Bryoerythrophyllum columbianum","Encyclopedia of Life",0.988,"Bryoerythrophyllum columbianum"
"913","Bryoerythrophyllum columbianum","Bryoerythrophyllum columbianum","Catalogue of Life Checklist",0.988,"Bryoerythrophyllum columbianum"
"914","Bryoerythrophyllum columbianum","Bryoerythrophyllum columbianum","Tropicos - Missouri Botanical Garden",0.988,"Bryoerythrophyllum columbianum"
"915","Bryoerythrophyllum ferruginascens","Bryoerythrophyllum ferruginascens","Encyclopedia of Life",0.988,"Bryoerythrophyllum ferruginascens"
"916","Bryoerythrophyllum ferruginascens","Bryoerythrophyllum ferruginascens","Catalogue of Life Checklist",0.988,"Bryoerythrophyllum ferruginascens"
"917","Bryoerythrophyllum ferruginascens","Bryoerythrophyllum ferruginascens","Tropicos - Missouri Botanical Garden",0.988,"Bryoerythrophyllum ferruginascens"
"918","Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum","Encyclopedia of Life",0.988,"Bryoerythrophyllum recurvirostrum"
"919","Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum","Catalogue of Life Checklist",0.988,"Bryoerythrophyllum recurvirostrum"
"920","Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum","Tropicos - Missouri Botanical Garden",0.988,"Bryoerythrophyllum recurvirostrum"
"921","Crossidium aberrans","Crossidium aberrans","Encyclopedia of Life",0.988,"Crossidium aberrans"
"922","Crossidium aberrans","Crossidium aberrans","Catalogue of Life Checklist",0.988,"Crossidium aberrans"
"923","Crossidium aberrans","Crossidium aberrans","Tropicos - Missouri Botanical Garden",0.988,"Crossidium aberrans"
"924","Crossidium crassinerve","Crossidium crassinerve","Encyclopedia of Life",0.988,"Crossidium crassinerve"
"925","Crossidium seriatum","Crossidium seriatum","Encyclopedia of Life",0.988,"Crossidium seriatum"
"926","Crossidium seriatum","Crossidium seriatum","Catalogue of Life Checklist",0.988,"Crossidium seriatum"
"927","Crossidium seriatum","Crossidium seriatum","Tropicos - Missouri Botanical Garden",0.988,"Crossidium seriatum"
"928","Crossidium squamiferum","Crossidium squamiferum","Encyclopedia of Life",0.988,"Crossidium squamiferum"
"929","Crossidium squamiferum","Crossidium squamiferum","Catalogue of Life Checklist",0.988,"Crossidium squamiferum"
"930","Crossidium squamiferum","Crossidium squamiferum","Tropicos - Missouri Botanical Garden",0.988,"Crossidium squamiferum"
"931","Crumia latifolia","Crumia latifolia","Encyclopedia of Life",0.988,"Crumia latifolia"
"932","Crumia latifolia","Crumia latifolia","Catalogue of Life Checklist",0.988,"Crumia latifolia"
"933","Crumia latifolia","Crumia latifolia","Tropicos - Missouri Botanical Garden",0.988,"Crumia latifolia"
"934","Didymodon australasiae","Didymodon australasiae","Encyclopedia of Life",0.988,"Didymodon australasiae"
"935","Didymodon australasiae","Didymodon australasiae","Catalogue of Life Checklist",0.988,"Didymodon australasiae"
"936","Didymodon australasiae","Didymodon australasiae","Tropicos - Missouri Botanical Garden",0.988,"Didymodon australasiae"
"937","Didymodon bistratosus","Didymodon bistratosus","Encyclopedia of Life",0.988,"Didymodon bistratosus"
"938","Didymodon bistratosus","Didymodon bistratosus","Catalogue of Life Checklist",0.988,"Didymodon bistratosus"
"939","Didymodon bistratosus","Didymodon bistratosus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon bistratosus"
"940","Didymodon brachyphyllus","Didymodon brachyphyllus","Encyclopedia of Life",0.988,"Didymodon brachyphyllus"
"941","Didymodon brachyphyllus","Didymodon brachyphyllus","Catalogue of Life Checklist",0.988,"Didymodon brachyphyllus"
"942","Didymodon brachyphyllus","Didymodon brachyphyllus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon brachyphyllus"
"943","Didymodon eckeliae","Didymodon eckeliae","Encyclopedia of Life",0.988,"Didymodon eckeliae"
"944","Didymodon eckeliae","Didymodon eckeliae","Catalogue of Life Checklist",0.988,"Didymodon eckeliae"
"945","Didymodon eckeliae","Didymodon eckeliae","Tropicos - Missouri Botanical Garden",0.988,"Didymodon eckeliae"
"946","Didymodon fallax","Didymodon fallax","Encyclopedia of Life",0.988,"Didymodon fallax"
"947","Didymodon fallax","Didymodon fallax","Catalogue of Life Checklist",0.988,"Didymodon fallax"
"948","Didymodon fallax","Didymodon fallax","Tropicos - Missouri Botanical Garden",0.988,"Didymodon fallax"
"949","Didymodon ferrgineus","Didymodon ferrgineus","Catalogue of Life Checklist",0.75,"Didymodon ferrugineus"
"950","Didymodon ferrgineus","Didymodon ferrgineus","Encyclopedia of Life",0.75,"Didymodon ferrugineus"
"951","Didymodon ferrgineus","Didymodon ferrgineus","Tropicos - Missouri Botanical Garden",0.75,"Didymodon ferrugineus"
"952","Didymodon Insulanus","Didymodon insulanus","Encyclopedia of Life",0.988,"Didymodon insulanus"
"953","Didymodon Insulanus","Didymodon insulanus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon insulanus"
"954","Didymodon nicholsonii","Didymodon nicholsonii","Encyclopedia of Life",0.988,"Didymodon nicholsonii"
"955","Didymodon nicholsonii","Didymodon nicholsonii","Catalogue of Life Checklist",0.988,"Didymodon nicholsonii"
"956","Didymodon nicholsonii","Didymodon nicholsonii","Tropicos - Missouri Botanical Garden",0.988,"Didymodon nicholsonii"
"957","Didymodon norrisii","Didymodon norrisii","Encyclopedia of Life",0.988,"Didymodon norrisii"
"958","Didymodon norrisii","Didymodon norrisii","Catalogue of Life Checklist",0.988,"Didymodon norrisii"
"959","Didymodon norrisii","Didymodon norrisii","Tropicos - Missouri Botanical Garden",0.988,"Didymodon norrisii"
"960","Didymodon occidentalis","Didymodon occidentalis","Encyclopedia of Life",0.988,"Didymodon occidentalis"
"961","Didymodon occidentalis","Didymodon occidentalis","Catalogue of Life Checklist",0.988,"Didymodon occidentalis"
"962","Didymodon occidentalis","Didymodon occidentalis","Tropicos - Missouri Botanical Garden",0.988,"Didymodon occidentalis"
"963","Didymodon revolutus","Didymodon revolutus","Encyclopedia of Life",0.988,"Didymodon revolutus"
"964","Didymodon revolutus","Didymodon revolutus","Catalogue of Life Checklist",0.988,"Didymodon revolutus"
"965","Didymodon revolutus","Didymodon revolutus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon revolutus"
"966","Didymodon rigidulus","Didymodon rigidulus","Encyclopedia of Life",0.988,"Didymodon rigidulus"
"967","Didymodon rigidulus","Didymodon rigidulus","Catalogue of Life Checklist",0.988,"Didymodon rigidulus"
"968","Didymodon rigidulus","Didymodon rigidulus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon rigidulus"
"969","Didymodon tectorum ","Didymodon tectorum ","Catalogue of Life Checklist",0.75,"Didymodon"
"970","Didymodon tectorum ","Didymodon tectorum ","Encyclopedia of Life",0.75,"Didymodon"
"971","Didymodon tectorum ","Didymodon tectorum ","Tropicos - Missouri Botanical Garden",0.75,"Didymodon"
"972","Didymodon tophaceus","Didymodon tophaceus","Encyclopedia of Life",0.988,"Didymodon tophaceus"
"973","Didymodon tophaceus","Didymodon tophaceus","Catalogue of Life Checklist",0.988,"Didymodon tophaceus"
"974","Didymodon tophaceus","Didymodon tophaceus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon tophaceus"
"975","Didymodon umbrosus","Didymodon umbrosus","Encyclopedia of Life",0.988,"Didymodon umbrosus"
"976","Didymodon umbrosus","Didymodon umbrosus","Catalogue of Life Checklist",0.988,"Didymodon umbrosus"
"977","Didymodon umbrosus","Didymodon umbrosus","Tropicos - Missouri Botanical Garden",0.988,"Didymodon umbrosus"
"978","Didymodon vinealis","Didymodon vinealis","Encyclopedia of Life",0.988,"Didymodon vinealis"
"979","Didymodon vinealis","Didymodon vinealis","Catalogue of Life Checklist",0.988,"Didymodon vinealis"
"980","Didymodon vinealis","Didymodon vinealis","Tropicos - Missouri Botanical Garden",0.988,"Didymodon vinealis"
"981","Ephemerum serratum","Ephemerum serratum","Encyclopedia of Life",0.988,"Ephemerum serratum"
"982","Ephemerum serratum","Ephemerum serratum","Catalogue of Life Checklist",0.988,"Ephemerum serratum"
"983","Ephemerum serratum","Ephemerum serratum","Tropicos - Missouri Botanical Garden",0.988,"Ephemerum serratum"
"984","Eucladium verticillatum","Eucladium verticillatum","Encyclopedia of Life",0.988,"Eucladium verticillatum"
"985","Eucladium verticillatum","Eucladium verticillatum","Catalogue of Life Checklist",0.988,"Eucladium verticillatum"
"986","Eucladium verticillatum","Eucladium verticillatum","Tropicos - Missouri Botanical Garden",0.988,"Eucladium verticillatum"
"987","Gymnostomum aeruginosum","Gymnostomum aeruginosum","Encyclopedia of Life",0.988,"Gymnostomum aeruginosum"
"988","Gymnostomum aeruginosum","Gymnostomum aeruginosum","Catalogue of Life Checklist",0.988,"Gymnostomum aeruginosum"
"989","Gymnostomum aeruginosum","Gymnostomum aeruginosum","Tropicos - Missouri Botanical Garden",0.988,"Gymnostomum aeruginosum"
"990","Gymnostomum calcareum","Gymnostomum calcareum","Encyclopedia of Life",0.988,"Gymnostomum calcareum"
"991","Gymnostomum calcareum","Gymnostomum calcareum","The International Plant Names Index",0.988,"Gymnostomum calcareum"
"992","Gymnostomum calcareum","Gymnostomum calcareum","Catalogue of Life Checklist",0.988,"Gymnostomum calcareum"
"993","Gymnostomum calcareum","Gymnostomum calcareum","Tropicos - Missouri Botanical Garden",0.988,"Gymnostomum calcareum"
"994","Gymnostomum viridulum","Gymnostomum viridulum","Encyclopedia of Life",0.988,"Gymnostomum viridulum"
"995","Gymnostomum viridulum","Gymnostomum viridulum","Catalogue of Life Checklist",0.988,"Gymnostomum viridulum"
"996","Gymnostomum viridulum","Gymnostomum viridulum","Tropicos - Missouri Botanical Garden",0.988,"Gymnostomum viridulum"
"997","Hennediella heimii","Hennediella heimii","Encyclopedia of Life",0.988,"Hennediella heimii"
"998","Hennediella heimii","Hennediella heimii","Catalogue of Life Checklist",0.988,"Hennediella heimii"
"999","Hennediella heimii","Hennediella heimii","Tropicos - Missouri Botanical Garden",0.988,"Hennediella heimii"
"1000","Hennediella stanfordensis","Hennediella stanfordensis","Encyclopedia of Life",0.988,"Hennediella stanfordensis"
"1001","Hennediella stanfordensis","Hennediella stanfordensis","Catalogue of Life Checklist",0.988,"Hennediella stanfordensis"
"1002","Hennediella stanfordensis","Hennediella stanfordensis","Tropicos - Missouri Botanical Garden",0.988,"Hennediella stanfordensis"
"1003","Hymenostylium recurvirostrum","Hymenostylium recurvirostrum","Encyclopedia of Life",0.988,"Hymenostylium recurvirostrum"
"1004","Hymenostylium recurvirostrum","Hymenostylium recurvirostrum","Tropicos - Missouri Botanical Garden",0.988,"Hymenostylium recurvirostrum"
"1005","Leptophascum leptophyllum","Leptophascum leptophyllum","Encyclopedia of Life",0.988,"Leptophascum leptophyllum"
"1006","Leptophascum leptophyllum","Leptophascum leptophyllum","Tropicos - Missouri Botanical Garden",0.988,"Leptophascum leptophyllum"
"1007","Microbryum davallianum","Microbryum davallianum","Encyclopedia of Life",0.988,"Microbryum davallianum"
"1008","Microbryum davallianum","Microbryum davallianum","Catalogue of Life Checklist",0.988,"Microbryum davallianum"
"1009","Microbryum davallianum","Microbryum davallianum","Tropicos - Missouri Botanical Garden",0.988,"Microbryum davallianum"
"1010","Microbryum starckeanum","Microbryum starckeanum","Encyclopedia of Life",0.988,"Microbryum starckeanum"
"1011","Microbryum starckeanum","Microbryum starckeanum","Tropicos - Missouri Botanical Garden",0.988,"Microbryum starckeanum"
"1012","Microbryum vlassovii","Microbryum vlassovii","Encyclopedia of Life",0.988,"Microbryum vlassovii"
"1013","Microbryum vlassovii","Microbryum vlassovii","Catalogue of Life Checklist",0.988,"Microbryum vlassovii"
"1014","Microbryum vlassovii","Microbryum vlassovii","Tropicos - Missouri Botanical Garden",0.988,"Microbryum vlassovii"
"1015","Micromitrium tenerum","Micromitrium tenerum","Encyclopedia of Life",0.988,"Micromitrium tenerum"
"1016","Micromitrium tenerum","Micromitrium tenerum","Catalogue of Life Checklist",0.988,"Micromitrium tenerum"
"1017","Micromitrium tenerum","Micromitrium tenerum","Tropicos - Missouri Botanical Garden",0.988,"Micromitrium tenerum"
"1018","Oxystegus tenuirostris","Oxystegus tenuirostris","Tropicos - Missouri Botanical Garden",0.988,"Oxystegus tenuirostris"
"1019","Pseudocrossidium crinitum","Pseudocrossidium crinitum","Encyclopedia of Life",0.988,"Pseudocrossidium crinitum"
"1020","Pseudocrossidium crinitum","Pseudocrossidium crinitum","Catalogue of Life Checklist",0.988,"Pseudocrossidium crinitum"
"1021","Pseudocrossidium crinitum","Pseudocrossidium crinitum","Tropicos - Missouri Botanical Garden",0.988,"Pseudocrossidium crinitum"
"1022","Pseudocrossidium obtusulum","Pseudocrossidium obtusulum","Encyclopedia of Life",0.988,"Pseudocrossidium obtusulum"
"1023","Pseudocrossidium obtusulum","Pseudocrossidium obtusulum","Catalogue of Life Checklist",0.988,"Pseudocrossidium obtusulum"
"1024","Pseudocrossidium obtusulum","Pseudocrossidium obtusulum","Tropicos - Missouri Botanical Garden",0.988,"Pseudocrossidium obtusulum"
"1025","Pterygoneurum californicum","Pterygoneurum californicum","Encyclopedia of Life",0.988,"Pterygoneurum californicum"
"1026","Pterygoneurum californicum","Pterygoneurum californicum","Catalogue of Life Checklist",0.988,"Pterygoneurum californicum"
"1027","Pterygoneurum californicum","Pterygoneurum californicum","Tropicos - Missouri Botanical Garden",0.988,"Pterygoneurum californicum"
"1028","Pterygoneurum lamellatum","Pterygoneurum lamellatum","Encyclopedia of Life",0.988,"Pterygoneurum lamellatum"
"1029","Pterygoneurum lamellatum","Pterygoneurum lamellatum","Catalogue of Life Checklist",0.988,"Pterygoneurum lamellatum"
"1030","Pterygoneurum lamellatum","Pterygoneurum lamellatum","Tropicos - Missouri Botanical Garden",0.988,"Pterygoneurum lamellatum"
"1031","Pterygoneurum ovatum","Pterygoneurum ovatum","Encyclopedia of Life",0.988,"Pterygoneurum ovatum"
"1032","Pterygoneurum ovatum","Pterygoneurum ovatum","Catalogue of Life Checklist",0.988,"Pterygoneurum ovatum"
"1033","Pterygoneurum ovatum","Pterygoneurum ovatum","Tropicos - Missouri Botanical Garden",0.988,"Pterygoneurum ovatum"
"1034","Pterygoneurum subsessile","Pterygoneurum subsessile","Encyclopedia of Life",0.988,"Pterygoneurum subsessile"
"1035","Pterygoneurum subsessile","Pterygoneurum subsessile","Catalogue of Life Checklist",0.988,"Pterygoneurum subsessile"
"1036","Pterygoneurum subsessile","Pterygoneurum subsessile","Tropicos - Missouri Botanical Garden",0.988,"Pterygoneurum subsessile"
"1037","Scopelophila cataractae","Scopelophila cataractae","Encyclopedia of Life",0.988,"Scopelophila cataractae"
"1038","Scopelophila cataractae","Scopelophila cataractae","Catalogue of Life Checklist",0.988,"Scopelophila cataractae"
"1039","Scopelophila cataractae","Scopelophila cataractae","Tropicos - Missouri Botanical Garden",0.988,"Scopelophila cataractae"
"1040","Scopelophila ligulata","Scopelophila ligulata","Encyclopedia of Life",0.988,"Scopelophila ligulata"
"1041","Scopelophila ligulata","Scopelophila ligulata","Catalogue of Life Checklist",0.988,"Scopelophila ligulata"
"1042","Scopelophila ligulata","Scopelophila ligulata","Tropicos - Missouri Botanical Garden",0.988,"Scopelophila ligulata"
"1043","Stegonia hyalinotricha","Stegonia hyalinotricha","Encyclopedia of Life",0.988,"Stegonia hyalinotricha"
"1044","Stegonia hyalinotricha","Stegonia hyalinotricha","Tropicos - Missouri Botanical Garden",0.988,"Stegonia hyalinotricha"
"1045","Stegonia latifolia","Stegonia latifolia","Encyclopedia of Life",0.988,"Stegonia latifolia"
"1046","Stegonia latifolia","Stegonia latifolia","Catalogue of Life Checklist",0.988,"Stegonia latifolia"
"1047","Stegonia latifolia","Stegonia latifolia","Tropicos - Missouri Botanical Garden",0.988,"Stegonia latifolia"
"1048","Stegonia pilifera","Stegonia pilifera","Encyclopedia of Life",0.988,"Stegonia pilifera"
"1049","Stegonia pilifera","Stegonia pilifera","Catalogue of Life Checklist",0.988,"Stegonia pilifera"
"1050","Stegonia pilifera","Stegonia pilifera","Tropicos - Missouri Botanical Garden",0.988,"Stegonia pilifera"
"1051","Syntrichia bartramii","Syntrichia bartramii","Encyclopedia of Life",0.988,"Syntrichia bartramii"
"1052","Syntrichia bartramii","Syntrichia bartramii","Catalogue of Life Checklist",0.988,"Syntrichia bartramii"
"1053","Syntrichia bartramii","Syntrichia bartramii","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia bartramii"
"1054","Syntrichia caninervis","Syntrichia caninervis","Encyclopedia of Life",0.988,"Syntrichia caninervis"
"1055","Syntrichia caninervis","Syntrichia caninervis","Catalogue of Life Checklist",0.988,"Syntrichia caninervis"
"1056","Syntrichia caninervis","Syntrichia caninervis","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia caninervis"
"1057","Syntrichia laevipiloa","Syntrichia laevipiloa","Catalogue of Life Checklist",0.75,"Syntrichia laevipila"
"1058","Syntrichia laevipiloa","Syntrichia laevipiloa","Encyclopedia of Life",0.75,"Syntrichia laevipila"
"1059","Syntrichia laevipiloa","Syntrichia laevipiloa","Tropicos - Missouri Botanical Garden",0.75,"Syntrichia laevipila"
"1060","Syntrichia laevipiloa","Syntrichia laevipiloa","Tropicos - Missouri Botanical Garden",0.75,"Syntrichia levipila"
"1061","Syntrichia laevipiloa","Syntrichia laevipiloa","Tropicos - Missouri Botanical Garden",0.75,"Syntrichia laevifolia"
"1062","Syntrichia latifolia","Syntrichia latifolia","Encyclopedia of Life",0.988,"Syntrichia latifolia"
"1063","Syntrichia latifolia","Syntrichia latifolia","Catalogue of Life Checklist",0.988,"Syntrichia latifolia"
"1064","Syntrichia latifolia","Syntrichia latifolia","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia latifolia"
"1065","Syntrichia montana","Syntrichia montana","Encyclopedia of Life",0.988,"Syntrichia montana"
"1066","Syntrichia montana","Syntrichia montana","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia montana"
"1067","Syntrichia norvegica","Syntrichia norvegica","Encyclopedia of Life",0.988,"Syntrichia norvegica"
"1068","Syntrichia norvegica","Syntrichia norvegica","Catalogue of Life Checklist",0.988,"Syntrichia norvegica"
"1069","Syntrichia norvegica","Syntrichia norvegica","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia norvegica"
"1070","Syntrichia obtusifolia ","Syntrichia obtusifolia ","Catalogue of Life Checklist",0.75,"Syntrichia"
"1071","Syntrichia obtusifolia ","Syntrichia obtusifolia ","Encyclopedia of Life",0.75,"Syntrichia"
"1072","Syntrichia obtusifolia ","Syntrichia obtusifolia ","Tropicos - Missouri Botanical Garden",0.75,"Syntrichia"
"1073","Syntrichia pagorum","Syntrichia pagorum","Encyclopedia of Life",0.988,"Syntrichia pagorum"
"1074","Syntrichia pagorum","Syntrichia pagorum","Catalogue of Life Checklist",0.988,"Syntrichia pagorum"
"1075","Syntrichia pagorum","Syntrichia pagorum","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia pagorum"
"1076","Syntrichia papillosa","Syntrichia papillosa","Encyclopedia of Life",0.988,"Syntrichia papillosa"
"1077","Syntrichia papillosa","Syntrichia papillosa","Catalogue of Life Checklist",0.988,"Syntrichia papillosa"
"1078","Syntrichia papillosa","Syntrichia papillosa","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia papillosa"
"1079","Syntrichia papillosissima","Syntrichia papillosissima","Encyclopedia of Life",0.988,"Syntrichia papillosissima"
"1080","Syntrichia papillosissima","Syntrichia papillosissima","Catalogue of Life Checklist",0.988,"Syntrichia papillosissima"
"1081","Syntrichia papillosissima","Syntrichia papillosissima","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia papillosissima"
"1082","Syntrichia princeps","Syntrichia princeps","Encyclopedia of Life",0.988,"Syntrichia princeps"
"1083","Syntrichia princeps","Syntrichia princeps","Catalogue of Life Checklist",0.988,"Syntrichia princeps"
"1084","Syntrichia princeps","Syntrichia princeps","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia princeps"
"1085","Syntrichia ruralis","Syntrichia ruralis","Encyclopedia of Life",0.988,"Syntrichia ruralis"
"1086","Syntrichia ruralis","Syntrichia ruralis","Catalogue of Life Checklist",0.988,"Syntrichia ruralis"
"1087","Syntrichia ruralis","Syntrichia ruralis","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia ruralis"
"1088","Syntrichia sucrosa","Syntrichia sucrosa","Encyclopedia of Life",0.988,"Syntrichia sucrosa"
"1089","Syntrichia sucrosa","Syntrichia sucrosa","Tropicos - Missouri Botanical Garden",0.988,"Syntrichia sucrosa"
"1090","Syntrichia viriscens","Syntrichia viriscens","Catalogue of Life Checklist",0.75,"Syntrichia virescens"
"1091","Syntrichia viriscens","Syntrichia viriscens","Encyclopedia of Life",0.75,"Syntrichia virescens"
"1092","Syntrichia viriscens","Syntrichia viriscens","Tropicos - Missouri Botanical Garden",0.75,"Syntrichia virescens"
"1093","Timmiella anomala","Timmiella anomala","Encyclopedia of Life",0.988,"Timmiella anomala"
"1094","Timmiella anomala","Timmiella anomala","Catalogue of Life Checklist",0.988,"Timmiella anomala"
"1095","Timmiella anomala","Timmiella anomala","Tropicos - Missouri Botanical Garden",0.988,"Timmiella anomala"
"1096","Timmiella crassinervis","Timmiella crassinervis","Encyclopedia of Life",0.988,"Timmiella crassinervis"
"1097","Timmiella crassinervis","Timmiella crassinervis","Catalogue of Life Checklist",0.988,"Timmiella crassinervis"
"1098","Timmiella crassinervis","Timmiella crassinervis","Tropicos - Missouri Botanical Garden",0.988,"Timmiella crassinervis"
"1099","Tortella tortuosa","Tortella tortuosa","Encyclopedia of Life",0.988,"Tortella tortuosa"
"1100","Tortella tortuosa","Tortella tortuosa","Catalogue of Life Checklist",0.988,"Tortella tortuosa"
"1101","Tortella tortuosa","Tortella tortuosa","Tropicos - Missouri Botanical Garden",0.988,"Tortella tortuosa"
"1102","Tortula acaulon ","Tortula acaulon ","Catalogue of Life Checklist",0.75,"Tortula"
"1103","Tortula acaulon ","Tortula acaulon ","Encyclopedia of Life",0.75,"Tortula"
"1104","Tortula acaulon ","Tortula acaulon ","Tropicos - Missouri Botanical Garden",0.75,"Tortula"
"1105","Tortula acaulon ","Tortula acaulon ","The International Plant Names Index",0.75,"Tortula"
"1106","Tortula amplexa","Tortula amplexa","Encyclopedia of Life",0.988,"Tortula amplexa"
"1107","Tortula amplexa","Tortula amplexa","Tropicos - Missouri Botanical Garden",0.988,"Tortula amplexa"
"1108","Tortula atrovirens","Tortula atrovirens","Encyclopedia of Life",0.988,"Tortula atrovirens"
"1109","Tortula atrovirens","Tortula atrovirens","Catalogue of Life Checklist",0.988,"Tortula atrovirens"
"1110","Tortula atrovirens","Tortula atrovirens","Tropicos - Missouri Botanical Garden",0.988,"Tortula atrovirens"
"1111","Tortula bolanderi","Tortula bolanderi","Encyclopedia of Life",0.988,"Tortula bolanderi"
"1112","Tortula bolanderi","Tortula bolanderi","Tropicos - Missouri Botanical Garden",0.988,"Tortula bolanderi"
"1113","Tortula brevipes","Tortula brevipes","Encyclopedia of Life",0.988,"Tortula brevipes"
"1114","Tortula brevipes","Tortula brevipes","Catalogue of Life Checklist",0.988,"Tortula brevipes"
"1115","Tortula brevipes","Tortula brevipes","Tropicos - Missouri Botanical Garden",0.988,"Tortula brevipes"
"1116","Tortula californica","Tortula californica","Encyclopedia of Life",0.988,"Tortula californica"
"1117","Tortula californica","Tortula californica","Catalogue of Life Checklist",0.988,"Tortula californica"
"1118","Tortula californica","Tortula californica","Tropicos - Missouri Botanical Garden",0.988,"Tortula californica"
"1119","Tortula guepinii","Tortula guepinii","Encyclopedia of Life",0.988,"Tortula guepinii"
"1120","Tortula guepinii","Tortula guepinii","Catalogue of Life Checklist",0.988,"Tortula guepinii"
"1121","Tortula guepinii","Tortula guepinii","Tropicos - Missouri Botanical Garden",0.988,"Tortula guepinii"
"1122","Tortula hoppeana","Tortula hoppeana","Encyclopedia of Life",0.988,"Tortula hoppeana"
"1123","Tortula hoppeana","Tortula hoppeana","Tropicos - Missouri Botanical Garden",0.988,"Tortula hoppeana"
"1124","Tortula inermis","Tortula inermis","Encyclopedia of Life",0.988,"Tortula inermis"
"1125","Tortula inermis","Tortula inermis","Tropicos - Missouri Botanical Garden",0.988,"Tortula inermis"
"1126","Tortula leucostoma","Tortula leucostoma","Encyclopedia of Life",0.988,"Tortula leucostoma"
"1127","Tortula leucostoma","Tortula leucostoma","Catalogue of Life Checklist",0.988,"Tortula leucostoma"
"1128","Tortula leucostoma","Tortula leucostoma","Tropicos - Missouri Botanical Garden",0.988,"Tortula leucostoma"
"1129","Tortula mucronifolia","Tortula mucronifolia","Encyclopedia of Life",0.988,"Tortula mucronifolia"
"1130","Tortula mucronifolia","Tortula mucronifolia","Catalogue of Life Checklist",0.988,"Tortula mucronifolia"
"1131","Tortula mucronifolia","Tortula mucronifolia","Tropicos - Missouri Botanical Garden",0.988,"Tortula mucronifolia"
"1132","Tortula muralis","Tortula muralis","Encyclopedia of Life",0.988,"Tortula muralis"
"1133","Tortula muralis","Tortula muralis","Catalogue of Life Checklist",0.988,"Tortula muralis"
"1134","Tortula muralis","Tortula muralis","Tropicos - Missouri Botanical Garden",0.988,"Tortula muralis"
"1135","Tortula obtusifolia","Tortula obtusifolia","Encyclopedia of Life",0.988,"Tortula obtusifolia"
"1136","Tortula obtusifolia","Tortula obtusifolia","Catalogue of Life Checklist",0.988,"Tortula obtusifolia"
"1137","Tortula obtusifolia","Tortula obtusifolia","Tropicos - Missouri Botanical Garden",0.988,"Tortula obtusifolia"
"1138","Tortula plinthobia","Tortula plinthobia","Encyclopedia of Life",0.988,"Tortula plinthobia"
"1139","Tortula plinthobia","Tortula plinthobia","Catalogue of Life Checklist",0.988,"Tortula plinthobia"
