Subfamily,Genus,Species,Subspecies,Author_Date,Arizona,California,BajaCalifornia,Colorado,NewMexico,Nevada,Sonora,Utah,GenSp,GenSpSp,TaxonomicLevelCode
Myrmicinae,Pogonomyrmex,brevispinosus,NA,"Cole, 1968",0,1,0,0,0,1,0,0,Pogonomyrmex brevispinosus,NA,60
Myrmicinae,Pogonomyrmex,mohavensis,NA,"Johnson, 2009",0,1,0,0,0,0,0,0,Pogonomyrmex mohavensis,NA,60
Myrmicinae,Pogonomyrmex,montanus,NA,"MacKay, 1980",0,1,0,0,0,0,0,0,Pogonomyrmex montanus,NA,60
Myrmicinae,Pogonomyrmex,salinus,NA,"Olsen, 1934",0,1,0,0,0,1,0,1,Pogonomyrmex salinus,NA,60
Myrmicinae,Pogonomyrmex,subdentatus,NA,"Mayr, 1870",0,1,0,0,0,1,0,0,Pogonomyrmex subdentatus,NA,60
Myrmicinae,Pogonomyrmex,subnitidus,NA,"Emery, 1895",0,1,0,0,0,0,0,1,Pogonomyrmex subnitidus,NA,60
Myrmicinae,Rogeria,us-ca01,NA,null,0,1,0,0,0,0,0,0,Rogeria us-ca01,NA,60
Myrmicinae,Solenopsis,invicta,NA,"Buren, 1972",0,1,0,0,1,0,0,0,Solenopsis invicta,NA,60
Myrmicinae,Solenopsis,melina,NA,"Pacheco & Mackay, 2013",0,1,0,0,0,0,0,0,Solenopsis melina,NA,60
Myrmicinae,Solenopsis,us-ca01,NA,null,0,1,0,0,0,0,0,0,Solenopsis us-ca01,NA,60
Myrmicinae,Solenopsis,validiuscula,NA,"Emery, 1895",0,1,0,0,0,0,0,1,Solenopsis validiuscula,NA,60
Myrmicinae,Stenamma,californicum,NA,"Snelling, 1973",0,1,0,0,0,0,0,0,Stenamma californicum,NA,60
Myrmicinae,Stenamma,diecki,NA,"Emery, 1895",0,1,0,1,0,0,0,1,Stenamma diecki,NA,60
Myrmicinae,Stenamma,dyscheres,NA,"Snelling, 1973",0,1,0,0,0,0,0,0,Stenamma dyscheres,NA,60
Myrmicinae,Stenamma,exasperatum,NA,"Snelling, 1973",0,1,0,0,0,0,0,0,Stenamma exasperatum,NA,60
Myrmicinae,Stenamma,heathi,NA,"Wheeler, 1915",0,1,0,0,0,0,0,0,Stenamma heathi,NA,60
Myrmicinae,Stenamma,heathi_nr,NA,null,0,1,0,0,0,0,0,0,Stenamma heathi_nr,NA,60
Myrmicinae,Stenamma,mgb101,NA,null,0,1,0,0,0,0,0,0,Stenamma mgb101,NA,60
Myrmicinae,Stenamma,mgb102,NA,null,0,1,0,0,0,0,0,0,Stenamma mgb102,NA,60
Myrmicinae,Stenamma,punctatoventre,NA,"Snelling, 1973",0,1,0,0,0,0,0,0,Stenamma punctatoventre,NA,60
Myrmicinae,Stenamma,punctatoventre_nr1,NA,null,0,1,0,0,0,0,0,0,Stenamma punctatoventre_nr1,NA,60
Myrmicinae,Stenamma,punctatoventre_nr2,NA,null,0,1,0,0,0,0,0,0,Stenamma punctatoventre_nr2,NA,60
Myrmicinae,Stenamma,punctatoventre_nr3,NA,null,0,1,0,0,0,0,0,0,Stenamma punctatoventre_nr3,NA,60
Myrmicinae,Stenamma,sequoiarum,NA,"Wheeler, 1917",0,1,0,0,0,0,0,0,Stenamma sequoiarum,NA,60
Myrmicinae,Stenamma,sequoiarum_nr,NA,null,0,1,0,0,0,0,0,0,Stenamma sequoiarum_nr,NA,60
Myrmicinae,Stenamma,smithi,NA,"Cole, 1966",0,1,0,0,0,1,0,1,Stenamma smithi,NA,60
Myrmicinae,Stenamma,snellingi_nr,NA,null,0,1,0,0,0,0,0,0,Stenamma snellingi_nr,NA,60
Myrmicinae,Stenamma,us-ca01,NA,null,0,1,0,0,0,0,0,0,Stenamma us-ca01,NA,60
Myrmicinae,Stenamma,wheelerorum,NA,"Snelling, 1973",0,1,0,0,0,1,0,0,Stenamma wheelerorum,NA,60
Myrmicinae,Strumigenys,californica,NA,"(Brown, 1950)",0,1,0,0,0,0,0,0,Strumigenys californica,NA,60
Myrmicinae,Strumigenys,dbbca_03,NA,null,0,1,0,0,0,0,0,0,Strumigenys dbbca_03,NA,60
Myrmicinae,Strumigenys,reliquia,NA,"(Ward, 1988)",0,1,0,0,0,0,0,0,Strumigenys reliquia,NA,60
Myrmicinae,Strumigenys,silvestrii,NA,"Emery, 1906",0,1,0,0,0,0,0,0,Strumigenys silvestrii,NA,60
Myrmicinae,Strumigenys,subtilis,NA,"Booher, 2021",0,1,0,0,0,0,0,0,Strumigenys subtilis,NA,60
Myrmicinae,Temnothorax,anaphalantus,NA,"Snelling <i>et al.</i>, 2014",0,1,1,0,0,0,0,0,Temnothorax anaphalantus,NA,60
Myrmicinae,Temnothorax,caguatan,NA,"Snelling <i>et al.</i>, 2014",0,1,1,0,0,0,0,0,Temnothorax caguatan,NA,60
Myrmicinae,Temnothorax,chandleri,NA,"(Mackay, 2000)",0,1,0,0,0,0,0,0,Temnothorax chandleri,NA,60
Myrmicinae,Temnothorax,gallae,NA,"(Smith, 1949)",0,1,0,0,0,0,0,0,Temnothorax gallae,NA,60
Myrmicinae,Temnothorax,morongo,NA,"Snelling <i>et al.</i>, 2014",0,1,1,0,0,0,0,0,Temnothorax morongo,NA,60
Myrmicinae,Temnothorax,myrmiciformis,NA,"Snelling <i>et al.</i>, 2014",0,1,1,0,0,0,0,0,Temnothorax myrmiciformis,NA,60
Myrmicinae,Temnothorax,nevadensis,NA,"(Wheeler, 1903)",0,1,0,0,0,1,0,1,Temnothorax nevadensis,NA,60
Myrmicinae,Temnothorax,oxynodis,NA,"(Mackay, 2000)",0,1,0,0,0,0,0,0,Temnothorax oxynodis,NA,60
Myrmicinae,Temnothorax,paiute,NA,"Snelling <i>et al.</i>, 2014",0,1,0,0,0,1,0,0,Temnothorax paiute,NA,60
Myrmicinae,Temnothorax,quasimodo,NA,"Snelling <i>et al.</i>, 2014",0,1,0,0,0,0,0,0,Temnothorax quasimodo,NA,60
Myrmicinae,Temnothorax,rudis,NA,"(Wheeler, 1917)",0,1,0,0,0,0,0,0,Temnothorax rudis,NA,60
Myrmicinae,Temnothorax,wardi,NA,"Snelling <i>et al.</i>, 2014",0,1,1,0,0,0,0,0,Temnothorax wardi,NA,60
Myrmicinae,Tetramorium,bicarinatum,NA,"(Nylander, 1846)",0,1,0,0,0,0,0,0,Tetramorium bicarinatum,NA,60
Myrmicinae,Tetramorium,immigrans,NA,"Santschi, 1927",0,1,0,1,0,1,0,1,Tetramorium immigrans,NA,60
Myrmicinae,Tetramorium,insolens,NA,"(Smith, 1861)",0,1,0,0,0,0,0,0,Tetramorium insolens,NA,60
Myrmicinae,Tetramorium,pacificum,NA,"Mayr, 1870",0,1,0,0,0,0,0,0,Tetramorium pacificum,NA,60
Myrmicinae,Tetramorium,simillimum,NA,"(Smith, 1851)",0,1,0,0,0,0,0,0,Tetramorium simillimum,NA,60
Myrmicinae,Veromessor,andrei,NA,"(Mayr, 1886)",0,1,0,0,0,0,0,0,Veromessor andrei,NA,60
Myrmicinae,Veromessor,chamberlini,NA,"(Wheeler, 1915)",0,1,0,0,0,0,0,0,Veromessor chamberlini,NA,60
Myrmicinae,Veromessor,chicoensis,NA,"Smith, 1956",0,1,0,0,0,0,0,0,Veromessor chicoensis,NA,60
Myrmicinae,Veromessor,lariversi,NA,"Smith, 1951",0,1,0,0,0,1,0,0,Veromessor lariversi,NA,60
Myrmicinae,Veromessor,stoddardi,NA,"(Emery, 1895)",0,1,1,0,0,0,0,0,Veromessor stoddardi,NA,60
Ponerinae,Hypoponera,ergatandria,NA,"(Forel, 1893)",0,1,1,0,0,0,0,0,Hypoponera ergatandria,NA,60
Ponerinae,Hypoponera,opaciceps,NA,"(Mayr, 1887)",0,1,0,1,0,0,0,0,Hypoponera opaciceps,NA,60
Ponerinae,Hypoponera,punctatissima,NA,"(Roger, 1859)",0,1,0,0,0,0,0,0,Hypoponera punctatissima,NA,60
Ponerinae,Hypoponera,us-ca01,NA,null,0,1,0,0,0,0,0,0,Hypoponera us-ca01,NA,60
Proceratiinae,Proceratium,californicum,NA,"Cook, 1953",0,1,0,0,0,0,0,0,Proceratium californicum,NA,60
Formicinae,Camponotus,conspicuus,sharpi,"Forel, 1893",0,0,1,0,0,0,0,0,Camponotus conspicuus,Camponotus conspicuus sharpi,66
Formicinae,Camponotus,keiferi,NA,"Wheeler, 1934",0,0,1,0,0,0,0,0,Camponotus keiferi,NA,60
Myrmicinae,Crematogaster,cedrosensis,NA,"Wheeler, 1934",0,0,1,0,0,0,0,0,Crematogaster cedrosensis,NA,60
Myrmicinae,Crematogaster,rossi,NA,"Buren, 1968",0,0,1,0,0,0,0,0,Crematogaster rossi,NA,60
Myrmicinae,Pogonomyrmex,laevinodis,NA,"Snelling, 1982",0,0,1,0,0,0,0,0,Pogonomyrmex laevinodis,NA,60
Myrmicinae,Temnothorax,pilicornis,NA,"Prebus, 2021",0,0,1,0,0,0,0,0,Temnothorax pilicornis,NA,60
Myrmicinae,Veromessor,julianus,NA,"(Pergande, 1894)",0,0,1,0,0,0,0,0,Veromessor julianus,NA,60
Ponerinae,Leptogenys,peninsularis,NA,"Mann, 1926",0,0,1,0,0,0,0,0,Leptogenys peninsularis,NA,60
Pseudomyrmecinae,Pseudomyrmex,arcanus,NA,"Ward & Branstetter, 2022",0,0,1,0,0,0,0,0,Pseudomyrmex arcanus,NA,60
Agroecomyrmecinae,Eulithomyrmex,rugosus,NA,"(Carpenter, 1930)",0,0,0,1,0,0,0,0,Eulithomyrmex rugosus,NA,60
Dolichoderinae,Dolichoderus,antiquus,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Dolichoderus antiquus,NA,60
Dolichoderinae,Dolichoderus,rohweri,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Dolichoderus rohweri,NA,60
Dolichoderinae,Dorymyrmex,smithi,NA,"Cole, 1936",0,0,0,1,1,1,0,1,Dorymyrmex smithi,NA,60
Dolichoderinae,Elaeomyrmex,coloradensis,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Elaeomyrmex coloradensis,NA,60
Dolichoderinae,Elaeomyrmex,gracilis,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Elaeomyrmex gracilis,NA,60
Dolichoderinae,Iridomyrmex,florissantius,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Iridomyrmex florissantius,NA,60
Dolichoderinae,Liometopum,miocenicum,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Liometopum miocenicum,NA,60
Dolichoderinae,Liometopum,scudderi,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Liometopum scudderi,NA,60
Dolichoderinae,Miomyrmex,impactus,NA,"(Cockerell, 1927)",0,0,0,1,0,0,0,0,Miomyrmex impactus,NA,60
Dolichoderinae,Miomyrmex,striatus,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Miomyrmex striatus,NA,60
Dolichoderinae,Protazteca,capitata,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Protazteca capitata,NA,60
Dolichoderinae,Protazteca,elongata,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Protazteca elongata,NA,60
Dolichoderinae,Protazteca,hendersoni,NA,"(Cockerell, 1906)",0,0,0,1,0,0,0,0,Protazteca hendersoni,NA,60
Dolichoderinae,Protazteca,quadrata,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Protazteca quadrata,NA,60
Formicinae,Camponotus,fuscipennis,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Camponotus fuscipennis,NA,60
Formicinae,Camponotus,nearcticus,NA,"Emery, 1893",0,0,0,1,1,0,0,1,Camponotus nearcticus,NA,60
Formicinae,Camponotus,novaeboracensis,NA,"(Fitch, 1855)",0,0,0,1,0,0,0,0,Camponotus novaeboracensis,NA,60
Formicinae,Camponotus,petrifactus,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Camponotus petrifactus,NA,60
Formicinae,Formica,adamsi,NA,"Wheeler, 1909",0,0,0,1,0,0,0,0,Formica adamsi,NA,60
Formicinae,Formica,adamsi,alpina,"Wheeler, 1909",0,0,0,1,0,0,0,0,Formica adamsi,Formica adamsi alpina,66
Formicinae,Formica,bradleyi,NA,"Wheeler, 1913",0,0,0,1,0,0,0,0,Formica bradleyi,NA,60
Formicinae,Formica,ciliata,NA,"Mayr, 1886",0,0,0,1,1,0,0,1,Formica ciliata,NA,60
Formicinae,Formica,cinerea,NA,"Mayr, 1853",0,0,0,1,0,0,0,1,Formica cinerea,NA,60
Formicinae,Formica,cockerelli,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Formica cockerelli,NA,60
Formicinae,Formica,coloradensis,NA,"Creighton, 1940",0,0,0,1,0,0,0,1,Formica coloradensis,NA,60
Formicinae,Formica,comata,NA,"Wheeler, 1909",0,0,0,1,0,0,0,0,Formica comata,NA,60
Formicinae,Formica,criniventris,NA,"Wheeler, 1912",0,0,0,1,0,0,0,1,Formica criniventris,NA,60
Formicinae,Formica,dolosa,NA,"Buren, 1944",0,0,0,1,0,0,0,0,Formica dolosa,NA,60
Formicinae,Formica,emeryi,NA,"Wheeler, 1913",0,0,0,1,0,0,0,1,Formica emeryi,NA,60
Formicinae,Formica,exsectoides,NA,"Forel, 1886",0,0,0,1,0,0,0,0,Formica exsectoides,NA,60
Formicinae,Formica,gynocrates,NA,"Snelling & Buren, 1985",0,0,0,1,0,0,0,0,Formica gynocrates,NA,60
Formicinae,Formica,integra,NA,"Nylander, 1856",0,0,0,1,0,0,0,0,Formica integra,NA,60
Formicinae,Formica,laeviceps,NA,"Creighton, 1940",0,0,0,1,0,0,0,1,Formica laeviceps,NA,60
Formicinae,Formica,limata,NA,"Wheeler, 1913",0,0,0,1,1,0,0,1,Formica limata,NA,60
Formicinae,Formica,microgyna,NA,"Wheeler, 1903",0,0,0,1,0,1,0,1,Formica microgyna,NA,60
Formicinae,Formica,mucescens,NA,"Wheeler, 1913",0,0,0,1,0,0,0,1,Formica mucescens,NA,60
Formicinae,Formica,obscuriventris,NA,"Mayr, 1870",0,0,0,1,0,0,0,1,Formica obscuriventris,NA,60
Formicinae,Formica,obtusopilosa,NA,"Emery, 1893",0,0,0,1,1,1,0,1,Formica obtusopilosa,NA,60
Formicinae,Formica,opaciventris,NA,"Emery, 1893",0,0,0,1,1,0,0,1,Formica opaciventris,NA,60
Formicinae,Formica,pallidefulva,NA,"Latreille, 1802",0,0,0,1,1,0,0,0,Formica pallidefulva,NA,60
Formicinae,Formica,robusta,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Formica robusta,NA,60
Formicinae,Formica,rubicunda,NA,"Emery, 1893",0,0,0,1,0,0,0,0,Formica rubicunda,NA,60
Formicinae,Formica,sanguinea,NA,"Latreille, 1798",0,0,0,1,0,1,0,1,Formica sanguinea,NA,60
Formicinae,Formica,subintegra,NA,"Wheeler, 1908",0,0,0,1,0,0,0,0,Formica subintegra,NA,60
Formicinae,Lasius,claviger,NA,"(Roger, 1862)",0,0,0,1,0,0,0,1,Lasius claviger,NA,60
Formicinae,Lasius,coloradensis,NA,"Wheeler, 1917",0,0,0,1,1,1,0,1,Lasius coloradensis,NA,60
Formicinae,Lasius,creightoni,NA,"(Wing, 1968)",0,0,0,1,0,0,0,0,Lasius creightoni,NA,60
Formicinae,Lasius,nearcticus,NA,"Wheeler, 1906",0,0,0,1,0,0,0,0,Lasius nearcticus,NA,60
Formicinae,Lasius,niger,NA,"(Linnaeus, 1758)",0,0,0,1,0,1,0,1,Lasius niger,NA,60
Formicinae,Lasius,pogonogynus,NA,"Buren, 1950",0,0,0,1,0,0,0,0,Lasius pogonogynus,NA,60
Formicinae,Polyergus,lucidus,NA,"Mayr, 1870",0,0,0,1,0,0,0,0,Polyergus lucidus,NA,60
Formicinae,Polyergus,montivagus,NA,"Wheeler, 1915",0,0,0,1,0,0,0,0,Polyergus montivagus,NA,60
Incertae_sedis,Eoformica,pinguis,NA,"(Scudder, 1877)",0,0,0,1,0,0,0,0,Eoformica pinguis,NA,60
Myrmeciinae,Archimyrmex,rostratus,NA,"Cockerell, 1923",0,0,0,1,0,0,0,0,Archimyrmex rostratus,NA,60
Myrmicinae,Aphaenogaster,mayri,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Aphaenogaster mayri,NA,60
Myrmicinae,Aphaenogaster,rudis,NA,"Wesson & Wesson, 1940",0,0,0,1,0,0,0,0,Aphaenogaster rudis,NA,60
Myrmicinae,Crematogaster,punctulata,NA,"Emery, 1895",0,0,0,1,1,0,0,0,Crematogaster punctulata,NA,60
Myrmicinae,Formicoxenus,provancheri,NA,"(Emery, 1895)",0,0,0,1,0,0,0,1,Formicoxenus provancheri,NA,60
Myrmicinae,Messor,sculpturatus,NA,"Carpenter, 1930",0,0,0,1,0,0,0,0,Messor sculpturatus,NA,60
Myrmicinae,Monomorium,talbotae,NA,"DuBois, 1981",0,0,0,1,0,0,0,0,Monomorium talbotae,NA,60
Myrmicinae,Myrmica,americana,NA,"Weber, 1939",0,0,0,1,0,0,0,1,Myrmica americana,NA,60
Myrmicinae,Myrmica,brevispinosa,NA,"Wheeler, 1917",0,0,0,1,1,0,0,1,Myrmica brevispinosa,NA,60
Myrmicinae,Myrmica,lobicornis,NA,"Nylander, 1846",0,0,0,1,0,0,0,0,Myrmica lobicornis,NA,60
Myrmicinae,Myrmica,monticola,NA,"Creighton, 1950",0,0,0,1,1,0,0,1,Myrmica monticola,NA,60
Myrmicinae,Myrmica,nearctica,NA,"Weber, 1939",0,0,0,1,0,0,0,1,Myrmica nearctica,NA,60
Myrmicinae,Myrmica,schencki,NA,"Viereck, 1903",0,0,0,1,0,0,0,1,Myrmica schencki,NA,60
Myrmicinae,Myrmica,spatulata,NA,"Smith, 1930",0,0,0,1,0,0,0,0,Myrmica spatulata,NA,60
Myrmicinae,Pheidole,elecebra,NA,"(Wheeler, 1904)",0,0,0,1,0,0,0,0,Pheidole elecebra,NA,60
Myrmicinae,Pogonomyrmex,comanche,NA,"Wheeler, 1902",0,0,0,1,0,0,0,0,Pogonomyrmex comanche,NA,60
Myrmicinae,Stenamma,brevicorne,NA,"(Mayr, 1886)",0,0,0,1,0,0,0,0,Stenamma brevicorne,NA,60
Myrmicinae,Stenamma,schmittii,NA,"Wheeler, 1903",0,0,0,1,0,0,0,0,Stenamma schmittii,NA,60
Myrmicinae,Strumigenys,pilinasis,NA,"Forel, 1901",0,0,0,1,0,0,0,0,Strumigenys pilinasis,NA,60
Myrmicinae,Temnothorax,furunculus,NA,"(Wheeler, 1909)",0,0,0,1,0,0,0,0,Temnothorax furunculus,NA,60
Myrmicinae,Temnothorax,schaumii,NA,"(Roger, 1863)",0,0,0,1,0,0,0,0,Temnothorax schaumii,NA,60
Myrmicinae,Temnothorax,schmittii,NA,"(Wheeler, 1903)",0,0,0,1,1,0,0,0,Temnothorax schmittii,NA,60
Myrmicinae,Temnothorax,texanus,NA,"(Wheeler, 1903)",0,0,0,1,0,0,0,0,Temnothorax texanus,NA,60
Myrmicinae,Tetramorium,atratulum,NA,"(Schenck, 1852)",0,0,0,1,0,0,0,0,Tetramorium atratulum,NA,60
Myrmicinae,Tetramorium,caespitum,NA,"(Linnaeus, 1758)",0,0,0,1,1,1,0,1,Tetramorium caespitum,NA,60
Myrmicinae,Veromessor,lobognathus,NA,"(Andrews, 1916)",0,0,0,1,0,1,0,1,Veromessor lobognathus,NA,60
Ponerinae,Ponera,pennsylvanica,NA,"Buckley, 1866",0,0,0,1,0,0,0,1,Ponera pennsylvanica,NA,60
Dolichoderinae,Dorymyrmex,bureni,NA,"(Trager, 1988)",0,0,0,0,1,0,0,0,Dorymyrmex bureni,NA,60
Dorylinae,Neivamyrmex,carolinensis,NA,"(Emery, 1894)",0,0,0,0,1,0,0,0,Neivamyrmex carolinensis,NA,60
Formicinae,Formica,calviceps,NA,"Cole, 1954",0,0,0,0,1,0,0,0,Formica calviceps,NA,60
Formicinae,Lasius,xerophilus,NA,"MacKay & MacKay, 1994",0,0,0,0,1,0,0,0,Lasius xerophilus,NA,60
Myrmicinae,Aphaenogaster,punctaticeps,NA,"MacKay, 1989",0,0,0,0,1,0,0,0,Aphaenogaster punctaticeps,NA,60
Myrmicinae,Aphaenogaster,smithi,NA,"Gregg, 1949",0,0,0,0,1,0,0,0,Aphaenogaster smithi,NA,60
Myrmicinae,Pheidole,dentata,NA,"Mayr, 1886",0,0,0,0,1,0,0,0,Pheidole dentata,NA,60
Myrmicinae,Pheidole,rugosula,NA,"Forel, 1902",0,0,0,0,1,0,0,0,Pheidole rugosula,NA,60
Myrmicinae,Pheidole,wheelerorum,NA,"MacKay, 1988",0,0,0,0,1,0,0,0,Pheidole wheelerorum,NA,60
Myrmicinae,Pogonomyrmex,texanus,NA,"Francke & Merickel, 1982",0,0,0,0,1,0,0,0,Pogonomyrmex texanus,NA,60
Myrmicinae,Solenopsis,longiceps,NA,"Forel, 1907",0,0,0,0,1,0,0,0,Solenopsis longiceps,NA,60
Myrmicinae,Solenopsis,pulleni,NA,"Pacheco <i>et al.</i>, 2013",0,0,0,0,1,0,0,0,Solenopsis pulleni,NA,60
Myrmicinae,Solenopsis,quadridentata,NA,"Pacheco <i>et al.</i>, 2013",0,0,0,0,1,0,0,0,Solenopsis quadridentata,NA,60
Myrmicinae,Strumigenys,macgowni,NA,"Booher, 2021",0,0,0,0,1,0,0,0,Strumigenys macgowni,NA,60
Myrmicinae,Temnothorax,coleenae,NA,"(Mackay, 2000)",0,0,0,0,1,0,0,0,Temnothorax coleenae,NA,60
Myrmicinae,Trachymyrmex,smithi,NA,"Buren, 1944",0,0,0,0,1,0,0,0,Trachymyrmex smithi,NA,60
Formicinae,Formica,oregonensis,NA,"Cole, 1938",0,0,0,0,0,1,0,1,Formica oregonensis,NA,60
Formicinae,Lasius,nevadensis,NA,"Cole, 1956",0,0,0,0,0,1,0,0,Lasius nevadensis,NA,60
Formicinae,Myrmecocystus,arenarius,NA,"Snelling, 1982",0,0,0,0,0,1,0,0,Myrmecocystus arenarius,NA,60
Myrmicinae,Myrmica,wheelerorum,NA,"Francoeur, 2007",0,0,0,0,0,1,0,0,Myrmica wheelerorum,NA,60
Myrmicinae,Pheidole,inquilina,NA,"(Wheeler, 1903)",0,0,0,0,0,1,0,1,Pheidole inquilina,NA,60
Myrmicinae,Temnothorax,nuwuvi,NA,"Snelling <i>et al.</i>, 2014",0,0,0,0,0,1,0,0,Temnothorax nuwuvi,NA,60
Dorylinae,Nomamyrmex,esenbeckii,NA,"(Westwood, 1842)",0,0,0,0,0,0,1,0,Nomamyrmex esenbeckii,NA,60
Formicinae,Brachymyrmex,heeri,NA,"Forel, 1874",0,0,0,0,0,0,1,0,Brachymyrmex heeri,NA,60
Formicinae,Camponotus,atriceps,NA,"(Smith, 1858)",0,0,0,0,0,0,1,0,Camponotus atriceps,NA,60
Formicinae,Camponotus,fumidus,NA,"Roger, 1863",0,0,0,0,0,0,1,0,Camponotus fumidus,NA,60
Formicinae,Myrmecocystus,nequazcatl,NA,"Snelling, 1976",0,0,0,0,0,0,1,0,Myrmecocystus nequazcatl,NA,60
Formicinae,Nylanderia,guatemalensis,NA,"(Forel, 1885)",0,0,0,0,0,0,1,0,Nylanderia guatemalensis,NA,60
Myrmicinae,Temnothorax,ocarinae,NA,"(Baroni Urbani, 1978)",0,0,0,0,0,0,1,0,Temnothorax ocarinae,NA,60
Myrmicinae,Tetramorium,caldarium,NA,"(Roger, 1857)",0,0,0,0,0,0,1,0,Tetramorium caldarium,NA,60
Ponerinae,Leptogenys,sonora,NA,"Lattke, 2011",0,0,0,0,0,0,1,0,Leptogenys sonora,NA,60
Pseudomyrmecinae,Pseudomyrmex,championi,NA,"(Forel, 1899)",0,0,0,0,0,0,1,0,Pseudomyrmex championi,NA,60
Pseudomyrmecinae,Pseudomyrmex,major,NA,"(Forel, 1899)",0,0,0,0,0,0,1,0,Pseudomyrmex major,NA,60
Pseudomyrmecinae,Pseudomyrmex,seminole,NA,"Ward, 1985",0,0,0,0,0,0,1,0,Pseudomyrmex seminole,NA,60
Dolichoderinae,Dorymyrmex,paiute,NA,"Snelling, 1995",0,0,0,0,0,0,0,1,Dorymyrmex paiute,NA,60
Formicinae,Camponotus,discolor,NA,"(Buckley, 1866)",0,0,0,0,0,0,0,1,Camponotus discolor,NA,60
Myrmicinae,Pheidole,grundmanni,NA,"Smith, 1953",0,0,0,0,0,0,0,1,Pheidole grundmanni,NA,60
Myrmicinae,Strumigenys,ananeotes,NA,"Longino & Booher, 2019",0,0,0,0,0,0,0,1,Strumigenys ananeotes,NA,60
Agroecomyrmecinae,Eulithomyrmex,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,50
Amblyoponinae,Fulakora,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,50
Amblyoponinae,Stigmatomma,NA,NA,NA,1,2,0,1,0,1,0,0,NA,NA,50
Dolichoderinae,Dolichoderus,NA,NA,NA,0,0,0,2,0,0,0,0,NA,NA,50
Dolichoderinae,Dorymyrmex,NA,NA,NA,9,4,1,3,5,4,2,5,NA,NA,50
Dolichoderinae,Elaeomyrmex,NA,NA,NA,0,0,0,2,0,0,0,0,NA,NA,50
Dolichoderinae,Forelius,NA,NA,NA,3,2,2,2,2,2,2,2,NA,NA,50
Dolichoderinae,Iridomyrmex,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,50
Dolichoderinae,Linepithema,NA,NA,NA,1,1,1,0,1,0,0,0,NA,NA,50
Dolichoderinae,Liometopum,NA,NA,NA,2,2,0,4,2,1,0,1,NA,NA,50
Dolichoderinae,Miomyrmex,NA,NA,NA,0,0,0,2,0,0,0,0,NA,NA,50
Dolichoderinae,Protazteca,NA,NA,NA,0,0,0,4,0,0,0,0,NA,NA,50
Dolichoderinae,Tapinoma,NA,NA,NA,1,2,1,1,1,2,1,1,NA,NA,50
Dolichoderinae,Technomyrmex,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,50
Dorylinae,Acanthostichus,NA,NA,NA,3,1,0,0,1,0,0,0,NA,NA,50
Dorylinae,Neivamyrmex,NA,NA,NA,16,9,0,3,5,1,0,1,NA,NA,50
Dorylinae,Nomamyrmex,NA,NA,NA,0,0,0,0,0,0,1,0,NA,NA,50
Dorylinae,Syscia,NA,NA,NA,3,1,1,0,0,0,0,0,NA,NA,50
Ectatomminae,Typhlomyrmex,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,50
Formicinae,Acropyga,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,50
Formicinae,Brachymyrmex,NA,NA,NA,2,3,0,1,1,0,1,1,NA,NA,50
Formicinae,Camponotus,NA,NA,NA,23,21,17,10,10,8,8,10,NA,NA,50
Formicinae,Colobopsis,NA,NA,NA,1,0,0,0,0,0,1,0,NA,NA,50
Formicinae,Formica,NA,NA,NA,24,42,5,53,22,31,1,46,NA,NA,50
Formicinae,Lasius,NA,NA,NA,18,18,0,20,9,12,0,16,NA,NA,50
Formicinae,Myrmecocystus,NA,NA,NA,16,22,5,4,9,13,5,6,NA,NA,50
Formicinae,Nylanderia,NA,NA,NA,5,4,0,0,4,1,3,1,NA,NA,50
Formicinae,Paratrechina,NA,NA,NA,1,1,1,0,0,0,1,0,NA,NA,50
Formicinae,Polyergus,NA,NA,NA,3,2,1,4,1,2,0,1,NA,NA,50
Formicinae,Prenolepis,NA,NA,NA,1,2,1,1,1,0,0,1,NA,NA,50
Incertae_sedis,Eoformica,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,50
Myrmeciinae,Archimyrmex,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,50
